ValidDate,ValidTime,latitude,longitude,Hour_gpxtocsv,lat_Approx,long_Approx,Hour,PM10_AQI,PM25_AQI
04/16/2024,16:02,34.021726,-118.289089,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:02,34.021564,-118.289206,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:02,34.021582,-118.289015,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:02,34.021506,-118.28914,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:03,34.021637,-118.289116,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:03,34.021667,-118.289231,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:03,34.021746,-118.289174,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:03,34.021663,-118.289226,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:03,34.021579,-118.289315,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:03,34.021706,-118.289122,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:03,34.021645,-118.289232,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:03,34.021725,-118.289125,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:03,34.021693,-118.289253,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:03,34.021699,-118.28912,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:03,34.021586,-118.289151,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:03,34.021613,-118.289011,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:03,34.021642,-118.288111,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:03,34.021381,-118.288077,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:04,34.021443,-118.288166,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:04,34.021488,-118.28826,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:04,34.021504,-118.288391,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:04,34.021557,-118.288527,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:04,34.021677,-118.288689,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:04,34.021727,-118.288803,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:04,34.021757,-118.288943,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:04,34.021752,-118.288934,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:04,34.021876,-118.288784,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:04,34.021947,-118.288909,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:04,34.022041,-118.289054,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:04,34.021929,-118.288998,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:04,34.021826,-118.289055,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:04,34.021791,-118.288954,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:05,34.021712,-118.288829,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:05,34.021579,-118.288739,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:06,34.021488,-118.288955,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:10,34.021587,-118.288925,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:10,34.021641,-118.28902,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:10,34.021675,-118.289131,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:10,34.021747,-118.288989,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:12,34.02159,-118.288948,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:14,34.021847,-118.288836,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:25,34.022345,-118.288699,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:25,34.02226,-118.288747,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:25,34.02197,-118.288761,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:25,34.021837,-118.28859,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:25,34.021502,-118.288684,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:25,34.021418,-118.288615,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:26,34.021362,-118.288459,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:26,34.021384,-118.288629,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:26,34.021341,-118.288512,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:26,34.021523,-118.288875,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:27,34.021546,-118.288746,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:27,34.021675,-118.288507,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:27,34.021615,-118.288517,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:28,34.021821,-118.288521,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:28,34.021752,-118.288387,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:28,34.021846,-118.288388,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:29,34.021943,-118.288367,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:30,34.021817,-118.288335,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:30,34.021733,-118.288274,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:30,34.021717,-118.288414,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:30,34.021894,-118.288868,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:30,34.021435,-118.289342,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:30,34.021393,-118.28957,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:31,34.021488,-118.289202,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:31,34.021479,-118.289343,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:31,34.021469,-118.2895,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:31,34.021624,-118.289182,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:31,34.02144,-118.289348,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:31,34.022247,-118.288383,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:31,34.022384,-118.288381,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:31,34.022212,-118.288386,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:31,34.021868,-118.28825,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:31,34.021473,-118.288252,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:33,34.021354,-118.288994,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:35,34.021257,-118.288796,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:35,34.021482,-118.288952,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:35,34.021554,-118.288882,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:36,34.021424,-118.289109,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:36,34.021608,-118.288835,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,16:36,34.021675,-118.288747,16,34.066429,-118.226755,16:00,17.0,43.0
04/16/2024,17:01,34.021513,-118.288689,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:06,34.021401,-118.28887,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:06,34.021466,-118.288965,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:06,34.021529,-118.289052,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:06,34.021651,-118.288879,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:06,34.021468,-118.288763,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:07,34.021877,-118.288831,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:07,34.021661,-118.288442,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:07,34.021504,-118.288522,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:08,34.021812,-118.288551,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:08,34.021849,-118.288604,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:08,34.021838,-118.288593,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:08,34.021873,-118.288588,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:08,34.021925,-118.28853,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:10,34.021907,-118.288321,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:10,34.021785,-118.288543,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:10,34.021895,-118.288584,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:10,34.021832,-118.288519,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:10,34.021808,-118.288471,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:10,34.021891,-118.288537,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:10,34.021862,-118.288566,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:10,34.022013,-118.288528,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:11,34.021793,-118.288672,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:11,34.021682,-118.288721,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:11,34.021463,-118.288806,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:11,34.02177,-118.288661,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:12,34.021902,-118.288622,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:12,34.021898,-118.288644,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:12,34.02184,-118.288556,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:13,34.021206,-118.289209,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:13,34.021318,-118.289284,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:13,34.021195,-118.289334,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:13,34.02123,-118.28873,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:14,34.021206,-118.288506,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:14,34.02112,-118.288442,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:14,34.02109,-118.288321,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:14,34.021076,-118.288211,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:14,34.021,-118.288147,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:14,34.021296,-118.288061,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:14,34.021397,-118.288197,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:14,34.021545,-118.288403,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:14,34.021586,-118.288269,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:14,34.02165,-118.288186,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:14,34.021533,-118.288026,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:15,34.021514,-118.287909,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:15,34.021496,-118.287799,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:15,34.021439,-118.28768,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:15,34.021419,-118.287572,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:15,34.021365,-118.287474,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:15,34.021316,-118.28738,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:15,34.021275,-118.287281,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:15,34.021335,-118.287186,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:16,34.021344,-118.287074,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:16,34.021437,-118.287057,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:16,34.021528,-118.287029,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:16,34.021621,-118.287053,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:16,34.021777,-118.286966,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:16,34.021773,-118.286848,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:16,34.021704,-118.286724,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:16,34.021816,-118.286777,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:16,34.021895,-118.286704,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:17,34.021913,-118.286583,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:17,34.021845,-118.286491,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:17,34.021742,-118.286437,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:17,34.021648,-118.286432,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:17,34.021548,-118.286391,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:17,34.021452,-118.286348,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:17,34.02135,-118.286331,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:17,34.021327,-118.286205,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:17,34.021396,-118.286121,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:17,34.021498,-118.285995,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:17,34.021568,-118.285892,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:17,34.021568,-118.285774,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:18,34.021582,-118.285659,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:18,34.021553,-118.285541,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:18,34.021565,-118.28543,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:18,34.021467,-118.285421,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:18,34.021396,-118.285335,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:18,34.021406,-118.285196,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:18,34.021421,-118.285085,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:18,34.021445,-118.284979,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:18,34.021524,-118.285061,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:19,34.021647,-118.284938,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:19,34.021707,-118.284841,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:19,34.021734,-118.284725,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:19,34.021701,-118.284615,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:19,34.021734,-118.284502,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:19,34.021806,-118.284425,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:19,34.021884,-118.284335,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:20,34.021957,-118.284243,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:20,34.022049,-118.284215,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:20,34.022142,-118.284234,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:20,34.022223,-118.284182,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:20,34.022305,-118.284129,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:22,34.022401,-118.286768,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:22,34.022462,-118.286322,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:22,34.022592,-118.285949,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:22,34.022501,-118.285599,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:22,34.022278,-118.284853,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:23,34.022278,-118.284853,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:24,34.022119,-118.284445,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:25,34.022083,-118.284544,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:26,34.022204,-118.284547,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:26,34.022148,-118.284636,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:27,34.022105,-118.284535,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:28,34.02217,-118.284634,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:29,34.022164,-118.284521,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:30,34.02222,-118.284611,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:30,34.022171,-118.284432,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:30,34.022193,-118.284625,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:30,34.022138,-118.284533,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:31,34.02208,-118.284438,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:31,34.022102,-118.284551,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:31,34.022176,-118.284634,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:33,34.022173,-118.284497,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:38,34.022304,-118.284431,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:40,34.02212,-118.284589,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:51,34.022162,-118.284708,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:53,34.02227,-118.284696,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,17:59,34.022228,-118.284491,17,34.066429,-118.226755,17:00,19.0,47.0
04/16/2024,18:01,34.022146,-118.284376,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:05,34.02218,-118.284497,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:07,34.022134,-118.284371,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:09,34.022235,-118.284407,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:11,34.022117,-118.284417,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:18,34.022135,-118.284576,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:22,34.022056,-118.284647,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:23,34.022145,-118.284582,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:24,34.022194,-118.284428,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:35,34.022098,-118.284447,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:40,34.022218,-118.284365,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:41,34.02213,-118.284327,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:43,34.022119,-118.284453,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:44,34.021995,-118.284443,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:57,34.022189,-118.284323,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:57,34.02215,-118.284439,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:58,34.022244,-118.284486,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:58,34.022196,-118.284584,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:58,34.022109,-118.284205,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:58,34.022088,-118.284443,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:58,34.022109,-118.284205,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:58,34.022066,-118.284386,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:58,34.022109,-118.284206,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:59,34.022423,-118.2842,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:59,34.02236,-118.28417,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:59,34.022361,-118.284099,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:59,34.02243,-118.284017,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:59,34.022515,-118.283974,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:59,34.022608,-118.283936,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:59,34.022694,-118.283881,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,18:59,34.022754,-118.283785,18,34.066429,-118.226755,18:00,19.0,47.0
04/16/2024,19:00,34.022842,-118.28373,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:00,34.022924,-118.283678,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:00,34.023009,-118.283626,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:00,34.023098,-118.283602,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:00,34.023204,-118.283712,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:00,34.023294,-118.283735,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:00,34.023387,-118.283774,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:00,34.023437,-118.283887,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:01,34.023517,-118.283959,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:01,34.023596,-118.284013,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:01,34.023694,-118.284031,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:02,34.023779,-118.284086,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:02,34.02387,-118.284134,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:02,34.023958,-118.284173,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:02,34.024052,-118.284195,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:02,34.024139,-118.284232,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:02,34.024221,-118.284284,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:02,34.024304,-118.284347,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:02,34.024386,-118.284402,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:03,34.024487,-118.28444,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:03,34.02458,-118.284492,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:03,34.02467,-118.284536,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:03,34.024752,-118.284603,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:03,34.024851,-118.284657,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:03,34.024948,-118.284687,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:03,34.025034,-118.284722,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:03,34.025118,-118.284653,19,34.066429,-118.226755,19:00,15.0,42.0
04/16/2024,19:03,34.025206,-118.28461,19,34.066429,-118.226755,19:00,15.0,42.0
