latitude,longitude,Date
34.02226,-118.288747,2024-04-16 16:25
34.02197,-118.288761,2024-04-16 16:25
34.021837,-118.28859,2024-04-16 16:25
34.021502,-118.288684,2024-04-16 16:25
34.021418,-118.288615,2024-04-16 16:25
34.021362,-118.288459,2024-04-16 16:26
34.021384,-118.288629,2024-04-16 16:26
34.021341,-118.288512,2024-04-16 16:26
34.021523,-118.288875,2024-04-16 16:26
34.021546,-118.288746,2024-04-16 16:27
34.021675,-118.288507,2024-04-16 16:27
34.021615,-118.288517,2024-04-16 16:27
34.021821,-118.288521,2024-04-16 16:28
34.021752,-118.288387,2024-04-16 16:28
34.021846,-118.288388,2024-04-16 16:28
34.021943,-118.288367,2024-04-16 16:29
34.021817,-118.288335,2024-04-16 16:30
34.021733,-118.288274,2024-04-16 16:30
34.021717,-118.288414,2024-04-16 16:30
34.021894,-118.288868,2024-04-16 16:30
34.021435,-118.289342,2024-04-16 16:30
34.021393,-118.28957,2024-04-16 16:30
34.021488,-118.289202,2024-04-16 16:31
34.021479,-118.289343,2024-04-16 16:31
34.021469,-118.2895,2024-04-16 16:31
34.021624,-118.289182,2024-04-16 16:31
34.02144,-118.289348,2024-04-16 16:31
34.022247,-118.288383,2024-04-16 16:31
34.022384,-118.288381,2024-04-16 16:31
34.022212,-118.288386,2024-04-16 16:31
34.021868,-118.28825,2024-04-16 16:31
34.021473,-118.288252,2024-04-16 16:31
34.021354,-118.288994,2024-04-16 16:33
34.021257,-118.288796,2024-04-16 16:35
34.021482,-118.288952,2024-04-16 16:35
34.021554,-118.288882,2024-04-16 16:35
34.021424,-118.289109,2024-04-16 16:36
34.021608,-118.288835,2024-04-16 16:36
34.021675,-118.288747,2024-04-16 16:36
34.021513,-118.288689,2024-04-16 17:01
34.021401,-118.28887,2024-04-16 17:06
34.021466,-118.288965,2024-04-16 17:06
34.021529,-118.289052,2024-04-16 17:06
34.021651,-118.288879,2024-04-16 17:06
34.021468,-118.288763,2024-04-16 17:06
34.021877,-118.288831,2024-04-16 17:07
34.021661,-118.288442,2024-04-16 17:07
34.021504,-118.288522,2024-04-16 17:07
34.021812,-118.288551,2024-04-16 17:08
34.021849,-118.288604,2024-04-16 17:08
34.021838,-118.288593,2024-04-16 17:08
34.021873,-118.288588,2024-04-16 17:08
34.021925,-118.28853,2024-04-16 17:08
34.021907,-118.288321,2024-04-16 17:10
34.021785,-118.288543,2024-04-16 17:10
34.021895,-118.288584,2024-04-16 17:10
34.021832,-118.288519,2024-04-16 17:10
34.021808,-118.288471,2024-04-16 17:10
34.021891,-118.288537,2024-04-16 17:10
34.021862,-118.288566,2024-04-16 17:10
34.022013,-118.288528,2024-04-16 17:10
34.021793,-118.288672,2024-04-16 17:11
34.021682,-118.288721,2024-04-16 17:11
34.021463,-118.288806,2024-04-16 17:11
34.02177,-118.288661,2024-04-16 17:11
34.021902,-118.288622,2024-04-16 17:12
34.021898,-118.288644,2024-04-16 17:12
34.02184,-118.288556,2024-04-16 17:12
34.021206,-118.289209,2024-04-16 17:13
34.021318,-118.289284,2024-04-16 17:13
34.021195,-118.289334,2024-04-16 17:13
34.02123,-118.28873,2024-04-16 17:13
34.021206,-118.288506,2024-04-16 17:14
34.02112,-118.288442,2024-04-16 17:14
34.02109,-118.288321,2024-04-16 17:14
34.021076,-118.288211,2024-04-16 17:14
34.021,-118.288147,2024-04-16 17:14
34.021296,-118.288061,2024-04-16 17:14
34.021397,-118.288197,2024-04-16 17:14
34.021545,-118.288403,2024-04-16 17:14
34.021586,-118.288269,2024-04-16 17:14
34.02165,-118.288186,2024-04-16 17:14
34.021533,-118.288026,2024-04-16 17:14
34.021514,-118.287909,2024-04-16 17:15
34.021496,-118.287799,2024-04-16 17:15
34.021439,-118.28768,2024-04-16 17:15
34.021419,-118.287572,2024-04-16 17:15
34.021365,-118.287474,2024-04-16 17:15
34.021316,-118.28738,2024-04-16 17:15
34.021275,-118.287281,2024-04-16 17:15
34.021335,-118.287186,2024-04-16 17:15
34.021344,-118.287074,2024-04-16 17:16
34.021437,-118.287057,2024-04-16 17:16
34.021528,-118.287029,2024-04-16 17:16
34.021621,-118.287053,2024-04-16 17:16
34.021777,-118.286966,2024-04-16 17:16
34.021773,-118.286848,2024-04-16 17:16
34.021704,-118.286724,2024-04-16 17:16
34.021816,-118.286777,2024-04-16 17:16
34.021895,-118.286704,2024-04-16 17:16
34.021913,-118.286583,2024-04-16 17:17
34.021845,-118.286491,2024-04-16 17:17
34.021742,-118.286437,2024-04-16 17:17
34.021648,-118.286432,2024-04-16 17:17
34.021548,-118.286391,2024-04-16 17:17
34.021452,-118.286348,2024-04-16 17:17
34.02135,-118.286331,2024-04-16 17:17
34.021327,-118.286205,2024-04-16 17:17
34.021396,-118.286121,2024-04-16 17:17
34.021498,-118.285995,2024-04-16 17:17
34.021568,-118.285892,2024-04-16 17:17
34.021568,-118.285774,2024-04-16 17:17
34.021582,-118.285659,2024-04-16 17:18
34.021553,-118.285541,2024-04-16 17:18
34.021565,-118.28543,2024-04-16 17:18
34.021467,-118.285421,2024-04-16 17:18
34.021396,-118.285335,2024-04-16 17:18
34.021406,-118.285196,2024-04-16 17:18
34.021421,-118.285085,2024-04-16 17:18
34.021445,-118.284979,2024-04-16 17:18
34.021524,-118.285061,2024-04-16 17:18
34.021647,-118.284938,2024-04-16 17:19
34.021707,-118.284841,2024-04-16 17:19
34.021734,-118.284725,2024-04-16 17:19
34.021701,-118.284615,2024-04-16 17:19
34.021734,-118.284502,2024-04-16 17:19
34.021806,-118.284425,2024-04-16 17:19
34.021884,-118.284335,2024-04-16 17:19
34.021957,-118.284243,2024-04-16 17:20
34.022049,-118.284215,2024-04-16 17:20
34.022142,-118.284234,2024-04-16 17:20
34.022223,-118.284182,2024-04-16 17:20
34.022305,-118.284129,2024-04-16 17:20
34.022401,-118.286768,2024-04-16 17:22
34.022462,-118.286322,2024-04-16 17:22
34.022592,-118.285949,2024-04-16 17:22
34.022501,-118.285599,2024-04-16 17:22
34.022278,-118.284853,2024-04-16 17:22
34.022278,-118.284853,2024-04-16 17:23
34.022119,-118.284445,2024-04-16 17:24
34.022083,-118.284544,2024-04-16 17:25
34.022204,-118.284547,2024-04-16 17:26
34.022148,-118.284636,2024-04-16 17:26
34.022105,-118.284535,2024-04-16 17:27
34.02217,-118.284634,2024-04-16 17:28
34.022164,-118.284521,2024-04-16 17:29
34.02222,-118.284611,2024-04-16 17:30
34.022171,-118.284432,2024-04-16 17:30
34.022193,-118.284625,2024-04-16 17:30
34.022138,-118.284533,2024-04-16 17:30
34.02208,-118.284438,2024-04-16 17:31
34.022102,-118.284551,2024-04-16 17:31
34.022176,-118.284634,2024-04-16 17:31
34.022173,-118.284497,2024-04-16 17:33
34.022304,-118.284431,2024-04-16 17:38
34.02212,-118.284589,2024-04-16 17:40
34.022162,-118.284708,2024-04-16 17:51
34.02227,-118.284696,2024-04-16 17:53
34.022228,-118.284491,2024-04-16 17:59
34.022146,-118.284376,2024-04-16 18:01
34.02218,-118.284497,2024-04-16 18:05
34.022134,-118.284371,2024-04-16 18:07
34.022235,-118.284407,2024-04-16 18:09
34.022117,-118.284417,2024-04-16 18:11
34.022135,-118.284576,2024-04-16 18:18
34.022056,-118.284647,2024-04-16 18:22
34.022145,-118.284582,2024-04-16 18:23
34.022194,-118.284428,2024-04-16 18:24
34.022098,-118.284447,2024-04-16 18:35
34.022218,-118.284365,2024-04-16 18:40
34.02213,-118.284327,2024-04-16 18:41
34.022119,-118.284453,2024-04-16 18:43
34.021995,-118.284443,2024-04-16 18:44
34.022189,-118.284323,2024-04-16 18:57
34.02215,-118.284439,2024-04-16 18:57
34.022244,-118.284486,2024-04-16 18:58
34.022196,-118.284584,2024-04-16 18:58
34.022109,-118.284205,2024-04-16 18:58
34.022088,-118.284443,2024-04-16 18:58
34.022109,-118.284205,2024-04-16 18:58
34.022066,-118.284386,2024-04-16 18:58
34.022109,-118.284206,2024-04-16 18:58
34.022423,-118.2842,2024-04-16 18:59
34.02236,-118.28417,2024-04-16 18:59
34.022361,-118.284099,2024-04-16 18:59
34.02243,-118.284017,2024-04-16 18:59
34.022515,-118.283974,2024-04-16 18:59
34.022608,-118.283936,2024-04-16 18:59
34.022694,-118.283881,2024-04-16 18:59
34.022754,-118.283785,2024-04-16 18:59
34.022842,-118.28373,2024-04-16 19:00
34.022924,-118.283678,2024-04-16 19:00
34.023009,-118.283626,2024-04-16 19:00
34.023098,-118.283602,2024-04-16 19:00
34.023204,-118.283712,2024-04-16 19:00
34.023294,-118.283735,2024-04-16 19:00
34.023387,-118.283774,2024-04-16 19:00
34.023437,-118.283887,2024-04-16 19:00
34.023517,-118.283959,2024-04-16 19:01
34.023596,-118.284013,2024-04-16 19:01
34.023694,-118.284031,2024-04-16 19:01
34.023779,-118.284086,2024-04-16 19:02
34.02387,-118.284134,2024-04-16 19:02
34.023958,-118.284173,2024-04-16 19:02
34.024052,-118.284195,2024-04-16 19:02
34.024139,-118.284232,2024-04-16 19:02
34.024221,-118.284284,2024-04-16 19:02
34.024304,-118.284347,2024-04-16 19:02
34.024386,-118.284402,2024-04-16 19:02
34.024487,-118.28444,2024-04-16 19:03
34.02458,-118.284492,2024-04-16 19:03
34.02467,-118.284536,2024-04-16 19:03
34.024752,-118.284603,2024-04-16 19:03
34.024851,-118.284657,2024-04-16 19:03
34.024948,-118.284687,2024-04-16 19:03
34.025034,-118.284722,2024-04-16 19:03
34.025118,-118.284653,2024-04-16 19:03
34.025206,-118.28461,2024-04-16 19:03
34.025289,-118.284546,2024-04-16 19:04
34.025384,-118.284583,2024-04-16 19:04
34.025485,-118.284633,2024-04-16 19:04
34.025566,-118.28458,2024-04-16 19:04
34.025659,-118.284516,2024-04-16 19:04
34.025741,-118.28447,2024-04-16 19:04
34.02595,-118.28456,2024-04-16 19:04
34.025828,-118.284598,2024-04-16 19:04
34.025735,-118.284627,2024-04-16 19:05
34.026009,-118.284984,2024-04-16 19:05
34.025872,-118.284846,2024-04-16 19:05
34.025694,-118.284638,2024-04-16 19:05
34.025664,-118.284525,2024-04-16 19:05
34.025704,-118.284632,2024-04-16 19:06
34.02564,-118.284508,2024-04-16 19:06
34.025758,-118.284693,2024-04-16 19:06
34.025705,-118.284603,2024-04-16 19:06
34.025627,-118.284542,2024-04-16 19:08
34.02572,-118.284727,2024-04-16 19:08
34.025628,-118.28464,2024-04-16 19:08
34.025803,-118.284801,2024-04-16 19:08
34.025749,-118.28469,2024-04-16 19:08
34.025656,-118.284574,2024-04-16 19:08
34.025782,-118.284735,2024-04-16 19:09
34.025665,-118.284585,2024-04-16 19:09
34.025799,-118.284745,2024-04-16 19:09
34.025683,-118.284638,2024-04-16 19:09
34.025636,-118.284532,2024-04-16 19:10
34.025579,-118.28471,2024-04-16 19:11
34.025485,-118.284636,2024-04-16 19:11
34.025416,-118.284738,2024-04-16 19:11
34.025352,-118.284654,2024-04-16 19:11
34.025203,-118.284765,2024-04-16 19:11
34.025157,-118.284621,2024-04-16 19:11
34.025358,-118.284575,2024-04-16 19:11
34.025525,-118.284577,2024-04-16 19:11
34.025608,-118.284514,2024-04-16 19:11
34.025586,-118.284399,2024-04-16 19:11
34.025618,-118.284292,2024-04-16 19:11
34.025595,-118.284187,2024-04-16 19:11
34.025602,-118.284076,2024-04-16 19:12
34.025595,-118.283962,2024-04-16 19:12
34.025605,-118.283847,2024-04-16 19:12
34.025584,-118.283739,2024-04-16 19:12
34.025573,-118.283623,2024-04-16 19:12
34.025556,-118.283505,2024-04-16 19:12
34.025529,-118.283398,2024-04-16 19:12
34.025495,-118.283297,2024-04-16 19:12
34.02545,-118.283184,2024-04-16 19:13
34.025403,-118.283076,2024-04-16 19:13
34.025355,-118.28297,2024-04-16 19:13
34.025311,-118.282873,2024-04-16 19:13
34.02526,-118.28276,2024-04-16 19:13
34.025228,-118.282647,2024-04-16 19:13
34.025168,-118.282556,2024-04-16 19:13
34.02512,-118.282449,2024-04-16 19:13
34.025073,-118.282341,2024-04-16 19:13
34.02503,-118.282245,2024-04-16 19:14
34.024984,-118.28214,2024-04-16 19:14
34.024918,-118.281989,2024-04-16 19:14
34.024931,-118.281872,2024-04-16 19:14
34.024873,-118.281763,2024-04-16 19:14
34.02482,-118.281665,2024-04-16 19:14
34.024772,-118.28155,2024-04-16 19:14
34.024711,-118.281462,2024-04-16 19:14
34.0247,-118.281334,2024-04-16 19:15
34.024628,-118.28122,2024-04-16 19:15
34.024604,-118.28111,2024-04-16 19:15
34.024562,-118.281007,2024-04-16 19:15
34.024481,-118.280923,2024-04-16 19:15
34.024424,-118.280821,2024-04-16 19:15
34.02437,-118.28072,2024-04-16 19:15
34.024318,-118.280626,2024-04-16 19:15
34.024272,-118.280525,2024-04-16 19:16
34.024245,-118.280419,2024-04-16 19:16
34.024205,-118.280322,2024-04-16 19:16
34.024161,-118.280208,2024-04-16 19:16
34.024088,-118.280111,2024-04-16 19:16
34.024028,-118.280013,2024-04-16 19:16
34.023997,-118.279899,2024-04-16 19:16
34.023946,-118.279797,2024-04-16 19:16
34.023901,-118.279696,2024-04-16 19:17
34.023854,-118.279587,2024-04-16 19:17
34.023809,-118.279483,2024-04-16 19:17
34.023766,-118.279385,2024-04-16 19:17
34.023722,-118.279284,2024-04-16 19:17
34.023672,-118.279173,2024-04-16 19:17
34.02376,-118.279125,2024-04-16 19:17
34.023842,-118.279065,2024-04-16 19:17
34.023893,-118.278974,2024-04-16 19:18
34.023977,-118.278913,2024-04-16 19:18
34.024062,-118.278842,2024-04-16 19:18
34.024142,-118.278771,2024-04-16 19:18
34.024228,-118.278718,2024-04-16 19:18
34.024303,-118.278639,2024-04-16 19:18
34.024389,-118.278575,2024-04-16 19:18
34.024477,-118.278531,2024-04-16 19:18
34.024556,-118.278416,2024-04-16 19:19
34.024468,-118.278602,2024-04-16 19:19
34.024604,-118.278385,2024-04-16 19:19
34.024511,-118.278462,2024-04-16 19:19
34.024495,-118.278594,2024-04-16 19:19
34.024595,-118.278463,2024-04-16 19:19
34.024631,-118.278591,2024-04-16 19:19
34.024723,-118.278821,2024-04-16 19:19
34.024761,-118.27893,2024-04-16 19:19
34.024845,-118.279048,2024-04-16 19:20
34.024859,-118.279162,2024-04-16 19:20
34.02497,-118.279185,2024-04-16 19:20
34.025086,-118.279203,2024-04-16 19:20
34.024982,-118.279122,2024-04-16 19:26
34.025146,-118.279207,2024-04-16 19:26
34.025128,-118.279197,2024-04-16 19:26
34.025103,-118.279211,2024-04-16 19:26
34.024933,-118.279132,2024-04-16 19:51
34.025097,-118.27921,2024-04-16 19:51
34.025103,-118.27921,2024-04-16 19:52
34.024839,-118.279203,2024-04-16 19:55
34.025105,-118.279211,2024-04-16 19:55
34.025016,-118.279281,2024-04-16 19:59
34.025155,-118.279199,2024-04-16 19:59
34.025002,-118.279258,2024-04-16 20:03
34.025148,-118.279159,2024-04-16 20:03
34.025161,-118.27916,2024-04-16 20:03
34.025106,-118.279208,2024-04-16 20:03
34.025055,-118.279097,2024-04-16 20:03
34.025176,-118.27909,2024-04-16 20:03
34.025016,-118.279039,2024-04-16 20:03
34.024921,-118.279047,2024-04-16 20:03
34.025022,-118.279064,2024-04-16 20:03
34.024933,-118.279041,2024-04-16 20:03
34.024858,-118.278974,2024-04-16 20:04
34.024786,-118.278898,2024-04-16 20:04
34.024716,-118.27882,2024-04-16 20:04
34.024621,-118.278743,2024-04-16 20:04
34.024538,-118.278668,2024-04-16 20:04
34.024445,-118.278604,2024-04-16 20:04
34.024513,-118.278518,2024-04-16 20:04
34.024424,-118.278494,2024-04-16 20:04
34.024331,-118.278483,2024-04-16 20:04
34.024514,-118.278629,2024-04-16 20:04
34.02451,-118.278447,2024-04-16 20:04
34.024569,-118.27856,2024-04-16 20:04
34.024644,-118.278499,2024-04-16 20:04
34.024547,-118.278509,2024-04-16 20:05
34.024448,-118.278552,2024-04-16 20:05
34.024361,-118.278586,2024-04-16 20:05
34.024272,-118.278635,2024-04-16 20:05
34.024178,-118.278708,2024-04-16 20:05
34.024096,-118.278765,2024-04-16 20:05
34.023997,-118.278814,2024-04-16 20:05
34.023909,-118.278848,2024-04-16 20:05
34.023821,-118.278881,2024-04-16 20:05
34.023737,-118.278934,2024-04-16 20:06
34.023669,-118.279022,2024-04-16 20:06
34.02359,-118.279082,2024-04-16 20:06
34.023511,-118.27914,2024-04-16 20:06
34.023423,-118.279226,2024-04-16 20:06
34.023332,-118.279278,2024-04-16 20:06
34.023241,-118.279292,2024-04-16 20:06
34.023174,-118.279368,2024-04-16 20:06
34.023087,-118.279428,2024-04-16 20:07
34.022991,-118.279464,2024-04-16 20:07
34.022893,-118.279499,2024-04-16 20:07
34.022932,-118.279637,2024-04-16 20:07
34.022996,-118.279559,2024-04-16 20:07
34.022945,-118.279592,2024-04-16 20:09
34.023011,-118.279501,2024-04-16 20:11
34.022942,-118.279622,2024-04-16 20:11
34.022972,-118.279482,2024-04-16 20:11
34.02296,-118.279587,2024-04-16 20:12
34.022855,-118.279796,2024-04-16 20:13
34.022844,-118.279595,2024-04-16 20:13
34.02292,-118.279524,2024-04-16 20:13
34.022996,-118.279462,2024-04-16 20:13
34.023062,-118.279387,2024-04-16 20:13
34.023158,-118.279387,2024-04-16 20:13
34.023244,-118.279336,2024-04-16 20:13
34.023326,-118.279277,2024-04-16 20:13
34.023421,-118.279227,2024-04-16 20:14
34.023511,-118.279189,2024-04-16 20:14
34.023594,-118.279129,2024-04-16 20:14
34.023667,-118.279049,2024-04-16 20:14
34.023749,-118.278983,2024-04-16 20:15
34.023841,-118.278921,2024-04-16 20:15
34.023911,-118.27884,2024-04-16 20:15
34.023999,-118.278798,2024-04-16 20:15
34.024094,-118.278769,2024-04-16 20:15
34.024174,-118.278713,2024-04-16 20:15
34.024266,-118.278656,2024-04-16 20:16
34.024342,-118.278579,2024-04-16 20:16
34.024441,-118.278551,2024-04-16 20:16
34.024532,-118.278513,2024-04-16 20:16
34.024489,-118.278671,2024-04-16 20:16
34.02452,-118.278387,2024-04-16 20:16
34.024523,-118.278398,2024-04-16 20:16
34.024567,-118.278518,2024-04-16 20:17
34.024504,-118.278695,2024-04-16 20:17
