"AQSID","SiteName","Status","EPARegion","Latitude","Longitude","Elevation","GMTOffset","CountryCode","StateName","ValidDate","ValidTime","DataSource","ReportingArea_PipeDelimited","OZONE_AQI","PM10_AQI","PM25_AQI","NO2_AQI","OZONE_Measured","PM10_Measured","PM25_Measured","NO2_Measured","NO2","NO2_Unit","CO","CO_Unit","PM25","PM25_Unit","SO2","SO2_Unit","OZONE","OZONE_Unit","PM10","PM10_Unit"
"250130008","CHICOPEE","Active","R1","42.194401","-72.555603","0.0","-5","US","MA","04/12/2024","16:00","Massachusetts Dept. of Environmental Protection","Springfield","36","","17","1","1","0","1","1","1.0","PPB","","","4.4","UG/M3","","","41.0","PPB","",""
"483751025","Amarillo 24th Ave C1025","Active","R6","35.236708","-101.787356","1109.6","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"490494001","Lindon","Active","R8","40.3414","-111.7136","1342.6","-7","US","UT","04/12/2024","16:00","Utah Department of Environmental Quality","Provo","30","47","27","8","1","1","1","1","8.1","PPB","0.3","PPM","6.4","UG/M3","","","35.0","PPB","49.0","UG/M3"
"840060472510","Merced-M St","Active","R9","37.30833","-120.480361","0.0","-8","US","CA","04/12/2024","16:00","San Joaquin Valley Unified APCD","Merced","","31","54","","0","1","1","0","","","","","17.8","UG/M3","","","","","33.0","UG/M3"
"482010551","Sheldon C551","Inactive","R6","29.8586","-95.1603","12.2","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","","","","","","1","0","0","0","","","","","","","","","","","",""
"CC0091601","Carrot Creek","Active","CA","53.6072","-115.8769","0.0","-7","CA","CC","04/12/2024","16:00","Alberta Environmental Monitoring and Reporting Agency (AEMERA)","","36","","","","1","0","0","0","","","","","","","","","48.0","PPB","",""
"090050004","Thomaston","Inactive","R1","41.644901","-73.079102","0.0","-5","US","CT","04/12/2024","16:00","Connecticut Dept. of Energy and Environmental Protection","","","","","","0","0","1","1","","","","","","","","","","","",""
"045204010","JPN Site 045204010","Active","","31.606849","131.375175","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"031204010","JPN Site 031204010","Active","","35.517297","133.232896","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"530330024","Lake Forest Park-Town Center","Active","R10","47.753633","-122.277192","16.2","-8","US","WA","04/12/2024","16:00","Washington Department of Ecology","Seattle-Bellevue-Kent Valley","","","10","","0","0","1","0","","","","","2.0","UG/M3","","","","","",""
"008302010","JPN Site 008302010","Active","","36.317059","140.420318","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"009202010","JPN Site 009202010","Active","","36.340373","139.449564","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"000030113","JOHNSTON BUILDING -","Active","CA","44.647175","-63.573689","29.0","-4","CA","CC","04/12/2024","16:00","Canada-Nova Scotia1","","32","","15","12","1","0","1","1","13.7","PPB","0.1","PPM","3.8","UG/M3","0.0","PPB","30.0","PPB","",""
"044213010","JPN Site 044213010","Active","","33.182793","131.423987","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"250150103","AMHERST","Inactive","R1","42.4006","-72.5236","0.0","-5","US","MA","04/12/2024","16:00","Massachusetts Dept. of Environmental Protection","Amherst|Ware - Quabbin Summit","","","","","1","0","0","0","","","","","","","","","","","",""
"390170021","Made","Active","R5","39.464718","-84.403774","0.0","-5","US","OH","04/12/2024","16:00","Ohio EPA-DAPC","","","","","","0","0","0","0","","","","","","","0.0","PPB","","","",""
"045203090","JPN Site 045203090","Active","","32.55092","131.674273","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"005203020","JPN Site 005203020","Active","","39.310075","140.576278","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"008205020","JPN Site 008205020","Active","","36.202347","140.285335","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"013213510","JPN Site 013213510","Active","","35.753214","139.466257","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"000060104","Ottawa Downtown","Active","CA","45.434333","-75.67599","0.0","-5","CA","CC","04/12/2024","16:00","Ontario Ministry of the Environment","","29","","5","2","1","0","1","1","2.0","PPB","","","1.0","UG/M3","","","33.0","PPB","",""
"330090010","Lebanon","Active","R1","43.629605","-72.309499","178.1","-5","US","NH","04/12/2024","16:00","New Hampshire Dept. of Environmental Services","Lebanon","38","","4","","1","0","1","0","","","","","1.6","UG/M3","","","44.0","PPB","",""
"230010005","Auburn-Lewiston Airport","Inactive","R1","44.045425","-70.290192","0.0","-5","US","ME","04/12/2024","16:00","Maine Dept. of Environmental Protection","","","","","","0","0","0","0","","","","","","","","","","","",""
"124000103011","Elkford Rocky Mountain Elementary School","Active","CA","50.007794","-114.93342","1333.8","-8","CA","N/A","04/12/2024","16:00","British Columbia Ministry of Environment","","","8","18","","0","1","1","0","","","","","3.7","UG/M3","","","","","6.0","UG/M3"
"190130009","Waterloo, Water Tower","Active","R7","42.5014","-92.315804","0.0","-6","US","IA","04/12/2024","16:00","Iowa DNR","Waterloo","","","50","","0","0","1","0","","","","","18.0","UG/M3","","","","","",""
"010331003","Natchez Trace Parkway - Portable","Inactive","USEPA","34.7589","-88.013802","1385.0","-7","US","AL","04/12/2024","16:00","National Park Service","","","","","","1","0","0","0","","","","","","","","","","","",""
"TPCD0002T","Bansomdejchaopraya Rajabhat University","Active","","13.732846","100.487662","0.0","7","","N/A","04/12/2024","16:00","Thailand Pollution Control Department","","","","79","","1","1","1","1","","","","","24.0","UG/M3","","","","","",""
"530330023","Enumclaw Mud Mt (SO)","Active","R10","47.141102","-121.937897","402.0","-8","US","WA","04/12/2024","16:00","Washington Department of Ecology","Cascade foothills of east King-Pierce counties","","","1","","0","0","1","0","","","","","0.3","UG/M3","","","","","",""
"044204010","JPN Site 044204010","Active","","33.319992","130.930966","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"840560370023","James Town Mobile","Inactive","R8","41.55643","-109.53044","1860.2","-7","US","WY","04/12/2024","16:00","Wyoming Department of Environmental Quality","Green River","","","","","1","1","1","1","","","","","","","","","","","",""
"005208010","JPN Site 005208010","Active","","39.450614","140.479336","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"060871003","Scotts Valley AMS","Inactive","R9","37.072092","-121.007631","226.3","-8","US","CA","04/12/2024","16:00","Monterey Bay Unified APCD","Scotts Valley","","","","","1","0","0","0","","","","","","","","","","","",""
"290390001","El Do Springs","Active","R7","37.70097","-94.03474","294.3","-6","US","MO","04/12/2024","16:00","Missouri Department of Natural Resources","El Dorado Springs","42","","7","","1","0","1","0","","","","","3.0","UG/M3","","","47.0","PPB","",""
"120570109","EAST BAY","Active","R4","27.853897","-82.383414","0.0","-5","US","FL","04/12/2024","16:00","Hillsborough County - Tampa ","","","","","","0","0","0","0","","","","","","","7.9","PPB","","","",""
"371830014","Millbrook NCore","Active","R4","35.856111","-78.574167","30.5","-5","US","NC","04/12/2024","16:00","North Carolina DEQ - Division of Air Quality","Wake County","47","12","15","1","1","1","1","1","1.6","PPB","0.2","PPM","3.7","UG/M3","-0.1","PPB","53.0","PPB","14.0","UG/M3"
"840340292002","Toms River","Active","R2","39.994908","-74.170447","8.8","-5","US","NJ","04/12/2024","16:00","New Jersey Dept. of Environmental Protection","Monmouth County|Southeast Burlington and Ocean Counties","","","42","","0","0","1","0","","","","","","","","","","","",""
"027123010","JPN Site 027123010","Active","","34.731309","135.478024","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"011218510","JPN Site 011218510","Active","","36.195664","139.293473","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"013111530","JPN Site 013111530","Active","","35.600456","139.694023","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"080690009","Ft. Collins - CSU Facilities","Active","R8","40.571259","-105.079765","1525.9","-7","US","CO","04/12/2024","16:00","Colorado Department of Public Health and Environment","Fort Collins","","21","29","","0","1","1","0","","","","","7.6","UG/M3","","","","","25.0","UG/M3"
"840120250034","Kendall","Inactive","R4","25.68333","-80.399722","0.0","-5","US","FL","04/12/2024","16:00","Florida Dept. of Environmental Protection","","","","","","0","0","1","0","","","","","","","","","","","",""
"027212510","JPN Site 027212510","Active","","34.616046","135.586076","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"181730011","Dayville","Active","R5","37.954444","-87.321667","0.0","-6","US","IN","04/12/2024","16:00","Indiana Dept. of Environmental Management","Evansville","31","","","","1","0","0","0","","","","","","","","","35.0","PPB","",""
"007541010","JPN Site 007541010","Active","","37.216417","140.993285","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"483551024","Corpus Christi Williams Park C1024","Active","R6","27.8036","-97.4136","6.1","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"481671034","Galveston Airport C1034","Active","R6","29.2631","-94.8564","3.1","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","Houston-Galveston-Brazoria","48","","20","","1","0","1","1","","","","","5.0","UG/M3","","","60.0","PPB","",""
"000065301","Port Stanley","Active","CA","42.672127","-81.162948","0.0","-5","CA","CC","04/12/2024","16:00","Ontario Ministry of the Environment","","","","","","1","0","1","1","","","","","","","","","","","",""
"014212520","JPN Site 014212520","Active","","35.466298","139.367945","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"013202010","JPN Site 013202010","Active","","35.694886","139.419041","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"060590007","Anaheim","Active","R9","33.830586","-117.938509","15.3","-8","US","CA","04/12/2024","16:00","South Coast AQMD","Los Angeles Metro and Inland Orange Co.|Southeast LA CO|North Orange CO|Central Orange|Saddleback Vly|Norco and Corona","34","18","55","3","1","1","1","1","3.3","PPB","0.2","PPM","11.3","UG/M3","","","39.0","PPB","16.0","UG/M3"
"482011015","Lynchburg Ferry C1015","Active","R6","29.7644","-95.0781","390.4","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","Houston-Galveston-Brazoria","31","","","","1","0","0","1","","","","","","","","","41.0","PPB","",""
"018207050","JPN Site 018207050","Active","","35.978966","136.193185","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"013117520","JPN Site 013117520","Active","","35.767106","139.735678","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"060190008","Fresno - 1st Street","Inactive","R9","36.7814","-119.7722","0.0","-8","US","CA","04/12/2024","16:00","California Air Resources Board","Fresno","","","","","1","0","1","1","","","","","","","","","","","",""
"160571012","Juliaetta","Active","R10","46.578731","-116.708958","343.7","-8","US","ID","04/12/2024","16:00","Idaho Department of Environmental Quality","Juliaetta (seasonal)","","","7","","0","0","1","0","","","","","3.2","UG/M3","","","","","",""
"471550102","Clingmans Dome - GSMNP","Active","USEPA","35.562801","-83.4981","1243.5","-5","US","TN","04/12/2024","16:00","National Park Service","Great Smoky Mtns. Natl. Park - TN","","","","","1","0","0","0","","","","","","","","","","","",""
"840410510003","Roosevelt High School","Active","R10","45.5901","-122.73762","34.8","-8","US","OR","04/12/2024","16:00","Oregon Dept. of Environmental Quality","Portland","","","17","","0","0","1","0","","","","","3.6","UG/M3","","","","","",""
"028203060","JPN Site 028203060","Active","","34.653253","134.980569","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"320030540","Jerome Mack","Active","R9","36.141875","-115.078742","538.3","-8","US","NV","04/12/2024","16:00","Clark County Department of Environment and Sustainability ","Las Vegas","","65","60","25","1","1","1","1","26.4","PPB","0.4","PPM","10.9","UG/M3","0.9","PPB","","","56.0","UG/M3"
"400270049","Moore","Active","R6","35.32","-97.4883","0.0","-6","US","OK","04/12/2024","16:00","Oklahoma Department of Environmental Quality","Oklahoma City","36","18","17","","1","1","1","0","","","","","3.5","UG/M3","","","49.0","PPB","16.0","UG/M3"
"483611100","SETRPC Mauriceville 42 C642","Active","R6","30.18","-93.8731","0.0","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","Beaumont-Port Arthur","","","25","","1","0","1","0","","","","","4.0","UG/M3","","","","","",""
"023342510","JPN Site 023342510","Active","","35.2535","136.905381","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"001213050","JPN Site 001213050","Active","","42.661402","141.627981","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"034427010","JPN Site 034427010","Active","","34.242427","132.889095","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"261630001","ALLEN PARK","Active","R5","42.2283","-83.2092","0.0","-5","US","MI","04/12/2024","16:00","Michigan Department of Environment, Great Lakes, and Energy","Detroit","32","5","12","","1","1","1","0","","","0.1","PPM","2.8","UG/M3","-0.2","PPB","39.0","PPB","5.0","UG/M3"
"CC0093901","Powers","Active","CA","53.6331","-114.4197","0.0","-7","CA","CC","04/12/2024","16:00","Alberta Environmental Monitoring and Reporting Agency (AEMERA)","","","","8","","0","0","1","0","","","","","1.6","UG/M3","","","","","",""
"000030310","SYDNEY","Active","CA","46.142317","-60.172575","40.0","-4","CA","CC","04/12/2024","16:00","Canada-Nova Scotia1","","39","","13","1","1","0","1","1","1.1","PPB","0.2","PPM","2.6","UG/M3","0.2","PPB","42.0","PPB","",""
"150031004","SAND ISLAND 2 - ANUENUE FISHERIES","Active","R9","21.3039","-157.8711","0.0","-10","US","HI","04/12/2024","16:00","Hawaii State Dept. of Health","Honolulu|Sand Island","26","","33","","1","0","1","0","","","","","7.0","UG/M3","","","27.0","PPB","",""
"560130900","Pavillion","Inactive","R8","43.258331","-108.578888","1632.1","-7","US","WY","04/12/2024","16:00","Wyoming Department of Environmental Quality","","","","","","1","1","1","1","","","","","","","","","","","",""
"NRB000043","Spare Unit","Active","","-1.28","36.82","0.0","3","","N/A","04/12/2024","16:00","Nairobi EPA","","","","","","0","0","0","0","","","","","","","","","","","",""
"000103902","Kitimat Haul Road","Active","CA","54.029194","-128.70269","2.1","-8","CA","CC","04/12/2024","16:00","British Columbia Ministry of Environment","","","","16","","0","0","1","0","","","","","3.0","UG/M3","2.3","PPB","","","",""
"012204140","JPN Site 012204140","Active","","35.679342","139.990661","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"210190017","FIVCO","Active","R4","38.4592","-82.6339","0.0","-5","US","KY","04/12/2024","16:00","Kentucky DEP","Ashland","32","","15","","1","0","1","0","","","","","3.5","UG/M3","","","35.0","PPB","",""
"040106520","JPN Site 040106520","Active","","33.887152","130.872334","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"550790058","Milwaukee College Ave P&R","Inactive","R5","42.930569","-87.932106","227.8","-6","US","WI","04/12/2024","16:00","Wisconsin Dept. of Natural Resources","","","","","","0","0","1","0","","","","","","","","","","","",""
"027301010","JPN Site 027301010","Active","","34.883796","135.663001","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"014205030","JPN Site 014205030","Active","","35.404085","139.464884","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"046201010","JPN Site 046201010","Active","","31.599614","130.554966","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"042202020","JPN Site 042202020","Active","","33.194983","129.666633","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"300470028","Polson-MT","Active","R8","47.6925","-114.0122","896.7","-7","US","MT","04/12/2024","16:00","Quality Review and Exchange System for Tribes (QREST)","","","","","","0","1","0","0","","","","","","","","","","","",""
"840480211612","Bastrop C1612","Active","R6","30.108222","-97.293741","160.4","-6","US","TX","04/12/2024","16:00","Capital Area Council of Governments","Austin","31","","","","1","0","0","0","","","","","","","","","41.0","PPB","",""
"023427510","JPN Site 023427510","Active","","35.076851","136.786788","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"530730005","Custer-Loomis (SO-AQS)","Active","R10","48.950699","-122.554398","1.5","-8","US","WA","04/12/2024","16:00","Washington Department of Ecology","Bellingham|Custer","21","","28","","1","1","1","0","","","","","8.0","UG/M3","","","23.0","PPB","",""
"016207510","JPN Site 016207510","Active","","36.860005","137.444429","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"261630026","DETROIT - JOY ROAD","Active","R5","42.32","-83.33","390.4","-5","US","MI","04/12/2024","16:00","Michigan Department of Environment, Great Lakes, and Energy","","","","","","0","0","0","0","","","","","","","","","","","",""
"795ABT010001","Ashgabat","Active","DSTX","37.9415","58.3879","0.0","5","TX","N/A","04/12/2024","16:00","U.S. Department of State Turkmenistan - Ashgabat","Ashgabat","","","28","","0","0","1","0","","","","","6.0","UG/M3","","","","","",""
"CC0090702","Patricia McInnes","Active","CA","56.7522","-111.4761","0.0","-7","CA","CC","04/12/2024","16:00","Alberta Environmental Monitoring and Reporting Agency (AEMERA)","","37","","7","","1","0","1","0","","","","","1.7","UG/M3","","","42.0","PPB","",""
"029204010","JPN Site 029204010","Active","","34.594663","135.828834","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"410670111","Beaverton - Highland Park School","Active","R10","45.4702","-122.8159","58.0","-8","US","OR","04/12/2024","16:00","Oregon Dept. of Environmental Quality","Portland|Beaverton","","","17","","0","0","1","0","","","","","2.7","UG/M3","","","","","",""
"011211010","JPN Site 011211010","Active","","36.237602","139.201256","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"012481050","JPN Site 012481050","Active","","35.41687","140.002616","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"032202040","JPN Site 032202040","Active","","34.897621","132.071355","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"040071002","Hayden Globe Highway","Active","R9","33.002517","-110.765467","602.4","-7","US","AZ","04/12/2024","16:00","Arizona Department of Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"490353013","Herriman #3","Active","R8","40.496408","-112.036305","0.0","-7","US","UT","04/12/2024","16:00","Utah Department of Environmental Quality","Salt Lake City","36","9","13","0","1","1","1","1","0.7","PPB","","","3.0","UG/M3","","","38.0","PPB","14.0","UG/M3"
"390610010","Colerain","Active","R5","39.21494","-84.69086","0.0","-5","US","OH","04/12/2024","16:00","Ohio EPA-DAPC","Cincinnati","26","","23","","1","0","1","0","","","","","5.0","UG/M3","0.0","PPB","30.0","PPB","",""
"484393009","Grapevine Fairway C70","Active","R6","32.98426","-97.063705","175.4","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","Dallas-Fort Worth","22","","","","1","0","0","1","","","","","","","","","35.0","PPB","",""
"060170012","Echo Summit (seasonal) - SLT695","Active","R9","38.81161","-120.03308","2251.2","-8","US","CA","04/12/2024","16:00","California Air Resources Board","","","","","","1","0","0","0","","","","","","","","","","","",""
"008406030","JPN Site 008406030","Active","","35.898219","140.640319","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"840530230001","Pomeroy-Pataha St","Active","R10","46.474438","-117.614764","0.0","-8","US","WA","04/12/2024","16:00","Washington Department of Ecology","Pomeroy","","","7","","0","0","1","0","","","","","1.0","UG/M3","","","","","",""
"260050003","HOLLAND","Active","R5","42.767799","-86.148598","390.4","-5","US","MI","04/12/2024","16:00","Michigan Department of Environment, Great Lakes, and Energy","Grand Rapids","36","","42","","1","0","1","0","","","","","9.8","UG/M3","","","42.0","PPB","",""
"036201110","JPN Site 036201110","Active","","34.033589","134.509247","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"840060472024","Merced-Vierra","Active","R9","37.28973","-120.42972","0.0","-8","US","CA","04/12/2024","16:00","San Joaquin Valley Unified APCD","","19","","18","","1","0","1","0","","","","","4.0","UG/M3","","","26.0","PPB","",""
"530770017","Harrah-Yakama Tribe","Inactive","R10","46.40857","-120.54398","334.0","-8","US","WA","04/12/2024","16:00","Washington Department of Ecology","Confederated Tribes and Bands of Yakama Nations","","","","","0","1","1","0","","","","","","","","","","","",""
"044201100","JPN Site 044201100","Active","","33.155855","131.658136","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"000061502","Kitchener","Active","CA","43.443833","-80.503806","0.0","-5","CA","CC","04/12/2024","16:00","Ontario Ministry of the Environment","","35","","0","3","1","0","1","1","3.0","PPB","","","0.0","UG/M3","","","39.0","PPB","",""
"033213020","JPN Site 033213020","Active","","34.781002","134.095914","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"080050006","Aurora East","Active","R8","39.638542","-104.569061","1800.7","-7","US","CO","04/12/2024","16:00","Colorado Department of Public Health and Environment","Denver-Boulder","45","","","","1","0","0","0","","","","","","","","","","","",""
"020900039","North Pole Water","Inactive","R10","64.845262","-147.685178","136.3","-9","US","AK","04/12/2024","16:00","State of Alaska DEC","North Pole","","","","","0","0","1","0","","","","","","","","","","","",""
"420030010","PITT","Inactive","R3","40.4456","-80.0164","0.0","-5","US","PA","04/12/2024","16:00","Pennsylvania Dept. of Environmental Protection","Pittsburgh","","","","","1","0","0","0","","","","","","","","","","","",""
"480910505","Garden Ridge C505","Inactive","R6","29.6392","-98.2986","390.4","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","","","","","","1","0","0","0","","","","","","","","","","","",""
"040134005","Tempe","Active","R9","33.4124","-111.9347","352.3","-7","US","AZ","04/12/2024","16:00","Maricopa County Air Quality Department","Phoenix","32","15","19","","1","1","1","0","","","","","1.7","UG/M3","","","36.0","PPB","8.0","UG/M3"
"026104520","JPN Site 026104520","Active","","35.022394","135.7316","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"120570030","PCEIA3","Inactive","R4","27.9319","-82.5097","6.1","-5","US","FL","04/12/2024","16:00","Hillsborough County - Tampa ","Tampa","","","","","0","0","1","0","","","","","","","","","","","",""
"040138005","Estrella","Inactive","R9","33.3833","-112.3728","0.0","-7","US","AZ","04/12/2024","16:00","Arizona Department of Environmental Quality","","","","","","0","0","1","0","","","","","","","","","","","",""
"260990021","FREEDOM HILL","Active","R5","42.56555","-82.97317","0.0","-5","US","MI","04/12/2024","16:00","Michigan Department of Environment, Great Lakes, and Energy","","","","","","0","0","0","0","","","","","","","","","","","",""
"010890022","Huntsville Capshaw","Active","R4","34.7727","-86.7561","0.0","-6","US","AL","04/12/2024","16:00","Huntsville Natural Resources and Environmental Management","Huntsville","","","","","1","0","0","0","","","","","","","","","","","",""
"000060515","Hamilton West","Active","CA","43.257444","-79.90775","0.0","-5","CA","CC","04/12/2024","16:00","Ontario Ministry of the Environment","","33","","5","2","1","0","1","1","2.0","PPB","","","1.0","UG/M3","","","40.0","PPB","",""
"000052201","Saint-Simon","Inactive","CA","45.4431","-73.4686","40.3","-5","CA","CC","04/12/2024","16:00","Canada-Quebec1","","","","","","1","0","1","0","","","","","","","","","","","",""
"120170006","Crystal River Preserve","Active","R4","28.958372","-82.643094","0.0","-5","US","FL","04/12/2024","16:00","Florida Dept. of Environmental Protection","Citrus County","","","36","","0","0","1","0","","","","","8.2","UG/M3","2.0","PPB","","","",""
"550210015","COLUMBUS","Active","R5","43.3144","-89.1089","0.0","-6","US","WI","04/12/2024","16:00","Wisconsin Dept. of Natural Resources","Dane, Columbia, and Sauk Counties","35","","","","1","0","0","0","","","","","","","","","41.0","PPB","",""
"012206140","JPN Site 012206140","Active","","35.368266","140.067613","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"401359015","MARBLE CITY","Inactive","R6","35.581699","-94.938904","274.5","-6","US","OK","04/12/2024","16:00","Cherokee Nation","","","","","","1","1","1","0","","","","","","","","","","","",""
"170311003","CHI_TAFT","Active","R5","41.984402","-87.791901","0.0","-6","US","IL","04/12/2024","16:00","Illinois EPA","Chicago","36","","","","1","0","0","0","","","","","","","","","44.0","PPB","",""
"001213610","JPN Site 001213610","Active","","42.636959","141.600762","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"005201370","JPN Site 005201370","Active","","39.712524","140.139352","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"028203530","JPN Site 028203530","Active","","34.667974","134.961681","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"120830003","YMCA - Marion County","Active","R4","29.170799","-82.1008","0.0","-5","US","FL","04/12/2024","16:00","Florida Dept. of Environmental Protection","Ocala|Citrus County","41","","40","","1","0","1","0","","","","","10.2","UG/M3","","","49.0","PPB","",""
"550630012","LACROSSE DOT","Active","R5","43.7781","-91.225","209.8","-6","US","WI","04/12/2024","16:00","Wisconsin Dept. of Natural Resources","La Crosse County|Mississippi River Valley","38","","","","1","0","0","0","","","","","","","","","43.0","PPB","",""
"390550004","Notre Dame","Active","R5","41.515051","-81.249906","0.0","-5","US","OH","04/12/2024","16:00","Ohio EPA-DAPC","Cleveland-Akron-Lorain","42","","","","1","0","0","0","","","","","","","","","44.0","PPB","",""
"CC0041101","ST LEONARD","Active","CA","47.1542","-67.8347","244.0","-4","CA","CC","04/12/2024","16:00","Canada-New Brunswick1","","","","","","1","0","0","0","","","","","","","","","","","",""
"371110004","MARION","Inactive","R4","35.6875","-81.9936","444.1","-5","US","NC","04/12/2024","16:00","North Carolina DEQ - Division of Air Quality","Catawba County","","","","","0","0","1","0","","","","","","","","","","","",""
