000101005, 49, 01, 17, -122, 19, 35,'Abbotsford Airport                      ',BC2
000101101, 49, 09, 21, -121, 56, 26,'Chilliwack                              ',BC2
000101202, 49, 14, 43, -122, 42, 32,'Pitt Meadows                            ',BC2
000101301, 49, 05, 44, -122, 34, 00,'Langley                                 ',BC2
000101401, 49, 22, 10, -121, 29, 57,'Hope                                    ',BC2
000101501, 49, 12, 54, -122, 34, 54,'Maple Ridge                             ',BC2
000101603, 49, 42, 18, -123, 09, 04,'SQUAMISH ELEMENTARY                     ',BC1
000102001, 48, 46, 59, -123, 07, 59,'Saturna                                 ',CN2
000102102, 49, 12, 02, -123, 59, 38,'Nanaimo Labieux Road                    ',BC1
000102103, 49, 06, 50, -123, 51, 00,'Harmac Cedar Woodbank                   ',BC1
000102201, 49, 05, 46, -117, 41, 52,'Trail Butler Park                       ',BC1
000102303, 49, 53, 21, -124, 33, 44,'Powell River James T                    ',BC1
000102503, 54, 31, 18, -128, 36, 26,'TERRACE SKEENA MIDDLE SCHOOL            ',BC1
000102602, 49, 15, 39, -124, 48, 23,'Port Alberni Elementary                 ',BC1
000102701, 52, 08, 39, -122, 09, 01,'Williams Lake Columneetza Scho          ',BC1
000102801, 50, 01, 06, -125, 14, 54,'Elk Falls Dogwood                       ',BC1
000103202, 51, 17, 51, -116, 57, 57,'Golden Helipad                          ',BC1
000103502, 49, 19, 03, -117, 39, 41,'Castlegar Zinio Park                    ',BC1
000103601, 49, 14, 16, -121, 45, 44,'Agassiz                                 ',BC2
000103702, 55, 34, 12, -121, 55, 43,'PINE RIVER GAS PLANT                    ',BC1
000103704, 55, 36, 06, -121, 59, 36,'Pine River Hasler                       ',BC1
000103901, 54, 03, 14, -128, 40, 17,'Kitimat Riverlodge                      ',BC1
000103902, 54, 01, 45, -128, 42, 09,'Kitimat Haul Road                       ',BC1
000103904, 54, 04, 00, -128, 38, 20,'KITIMAT WHITESAIL                       ',BC1
000103905, 53, 58, 23, -128, 39, 02,'Kitimat Haisla Village                  ',BC1
000104003, 50, 15, 38, -119, 16, 14,'Vernon Science Centre                   ',BC1
000104101, 49, 01, 52, -118, 26, 20,'Grand Forks City Hall                   ',BC1
000104301, 56, 09, 00, -120, 41, 13,'Taylor Townsite                         ',BC1
000104302, 56, 06, 21, -120, 39, 46,'Taylor South Hill                       ',BC1
000104303, 55, 47, 30, -120, 29, 00,'BESSBOROUGH 237 ROAD                    ',BC1
000104304, 55, 54, 47, -120, 31, 53,'FARMINGTON COMMUNITY HALL               ',BC1
000104801, 48, 48, 09, -123, 38, 47,'Duncan Deykin Avenue                    ',BC1
000104804, 48, 47, 10, -123, 43, 02,'Duncan College Street                   ',BC1
000105001, 50, 08, 39, -122, 57, 37,'Whistler Meadow Park                    ',BC1
000105101, 54, 23, 49, -126, 38, 42,'Houston Firehall                        ',BC1
000105201, 54, 13, 50, -125, 45, 51,'Burns Lake Fire Centre                  ',BC1
000105301, 49, 26, 19, -123, 28, 45,'Langdale Elementary                     ',BC1
000105504, 56, 14, 40, -120, 51, 21,'FORT ST JOHN LEARNING CENTRE            ',BC1
000106701, 48, 52, 28, -123, 39, 14,'Crofton Substation                      ',BC1
000106900, 54, 00, 58, -124, 00, 21,'Vanderhoof Courthouse                   ',BC1
000107100, 49, 40, 57, -124, 59, 46,'Courtenay Elementary School             ',BC1
000129501, 63, 30, 30, -116, 00, 28,'Snare Rapids                            ',CN2
000129602, 60, 08, 47, -113, 38, 15,'Wood Buffalo Park                       ',CN2
010030010, 30, 29, 20, -87, 52, 14,'FAIRHOPE                                ',AL1
010270001, 33, 16, 51, -85, 48, 07,'ASHLAND                                 ',AL1
010499991, 34, 17, 20, -85, 58, 12,'Sand Mountain                           ',OAP
010510004, 32, 32, 08, -86, 15, 18,'Wetumpka Tech Park                      ',AL1
010550010, 33, 59, 28, -85, 59, 33,'GADSDEN                                 ',AL1
010730023, 33, 33, 11, -86, 48, 54,'NO. BHAM                                ',AL2
010731003, 33, 29, 08, -86, 54, 54,'FAIRFIELD                               ',AL2
010731005, 33, 19, 51, -87, 00, 12,'MCADORY                                 ',AL2
010731010, 33, 32, 43, -86, 32, 57,'LEEDS                                   ',AL2
010732003, 33, 29, 58, -86, 55, 27,'WYLAM                                   ',AL2
010736002, 33, 34, 41, -86, 46, 26,'TARRANT                                 ',AL2
010890014, 34, 41, 30, -86, 35, 30,'Huntsville Old Airport                  ',AL4
010890022, 34, 46, 21, -86, 45, 21,'Huntsville Capshaw                      ',AL4
010970003, 30, 46, 10, -88, 05, 15,'Chickasaw                               ',AL1
010972005, 30, 28, 27, -88, 08, 27,'BAYROAD                                 ',AL1
011011002, 32, 24, 46, -86, 15, 48,'MONTG                                   ',AL1
011030011, 34, 31, 42, -86, 58, 14,'DECATUR                                 ',AL1
011130003, 32, 26, 13, -84, 59, 58,'PC South Girard School                  ',AL1
011170004, 33, 19, 00, -86, 49, 30,'HELENA                                  ',AL1
011190003, 32, 21, 45, -88, 16, 40,'Ward                                    ',AL1
011250011, 33, 05, 43, -87, 28, 53,'Duncanville Middle School               ',AL1
020200018, 61, 12, 21, -149, 49, 28,'Garden                                  ',AK1
020201004, 61, 19, 36, -149, 34, 10,'Parkgate (Eagle River)                  ',AK1
020680003, 63, 43, 23, -148, 58, 02,'Denali NPP                              ',NPS
020900034, 64, 50, 44, -147, 43, 38,'NCore                                   ',AK1
020900035, 64, 45, 46, -147, 18, 37,'Hurst Road                              ',AK1
021100004, 58, 23, 20, -134, 33, 56,'Floyd Dryden                            ',AK1
031AZE010001, 40, 23, 13, 049, 50, 34,'Baku                                    ',AZE
032BAA010002,-34, 34, 35, -58, 25, 07,'Buenos Aires                            ',BAA
040030011, 31, 21, 56, -109, 43, 51,'Paul Spur Chemical Lime Plant           ',AZ1
040031005, 31, 20, 57, -109, 32, 22,'Douglas Red Cross                       ',AZ1
040038001, 32, 00, 33, -109, 23, 21,'Chiricahua NM                           ',NPS
040051008, 35, 12, 21, -111, 39, 10,'Flagstaff Middle School                 ',AZ1
040058001, 36, 03, 18, -112, 09, 11,'Grand Canyon NP                         ',NPS
040070008, 34, 13, 45, -111, 19, 46,'Payson Well Site                        ',AZ1
040070010, 33, 39, 17, -111, 06, 26,'Tonto National Monument                 ',AZ1
040070011, 33, 23, 07, -110, 52, 02,'Miami Jones Ranch                       ',AZ1
040070012, 33, 23, 50, -110, 52, 28,'Miami Town Site                         ',AZ1
040071001, 33, 00, 22, -110, 47, 11,'Hayden                                  ',AZ1
040071002, 33, 00, 09, -110, 45, 55,'Hayden Globe Highway                    ',AZ1
040078000, 33, 25, 08, -110, 49, 46,'Miami Golf Course                       ',AZ1
040128000, 34, 14, 38, -113, 33, 30,'Alamo Lake                              ',AZ1
040130019, 33, 29, 01, -112, 08, 33,'West Phoenix                            ',AZ2
040131003, 33, 24, 37, -111, 51, 54,'Mesa - Brooks Reservoir                 ',AZ2
040131004, 33, 33, 37, -112, 03, 58,'North Phoenix                           ',AZ2
040131010, 33, 27, 07, -111, 43, 59,'Falcon Field Fire Station               ',AZ2
040131030, 33, 37, 45, -111, 40, 36,'Ft McD Yuma Frank-AZ                    ',TRX
040132001, 33, 34, 09, -112, 11, 29,'Glendale Community College              ',AZ2
040132005, 33, 42, 44, -111, 51, 09,'Pinnacle Peak Club House                ',AZ2
040133002, 33, 27, 28, -112, 02, 45,'Central Phoenix                         ',AZ2
040133003, 33, 28, 46, -111, 55, 01,'South Scottsdale                        ',AZ2
040134003, 33, 24, 11, -112, 04, 23,'South Phoenix                           ',AZ2
040134004, 33, 17, 56, -111, 53, 03,'West Chandler Fire Station              ',AZ2
040134005, 33, 24, 44, -111, 56, 04,'Tempe                                   ',AZ2
040134006, 33, 18, 35, -111, 43, 12,'Higley                                  ',AZ2
040134008, 33, 49, 18, -112, 01, 02,'Cave Creek                              ',AZ2
040134009, 33, 24, 23, -112, 08, 39,'West 43rd                               ',AZ2
040134010, 33, 38, 12, -112, 20, 21,'Dysart                                  ',AZ2
040134011, 33, 22, 11, -112, 37, 14,'Buckeye                                 ',AZ2
040134016, 33, 41, 12, -112, 17, 39,'Zuni Hills                              ',AZ2
040134020, 33, 27, 42, -112, 07, 40,'Thirty Third                            ',AZ2
040134021, 33, 24, 37, -112, 00, 09,'Eastwood                                ',AZ2
040137003, 33, 17, 24, -112, 09, 35,'StJohns                                 ',GRI
040137020, 33, 29, 17, -111, 51, 18,'Senior Center                           ',SR1
040137021, 33, 30, 28, -111, 45, 16,'Red Mountain                            ',SR1
040137022, 33, 28, 28, -111, 48, 18,'LEHI                                    ',SR1
040137024, 33, 30, 28, -111, 50, 16,'High School                             ',SR1
040139508, 33, 58, 58, -111, 47, 55,'Humboldt Mountain - Tonto N.F.          ',AZ2
040139702, 33, 32, 43, -111, 36, 33,'Blue Point Sheriff Sub-station          ',AZ2
040139704, 33, 36, 39, -111, 43, 31,'Fountain Hills                          ',AZ2
040139812, 33, 25, 35, -112, 07, 05,'Durango Complex                         ',AZ2
040139997, 33, 30, 12, -112, 05, 42,'Phoenix JLG Supersite                   ',AZ1
040151003, 35, 09, 57, -114, 33, 57,'Bullhead City                           ',AZ1
040170119, 34, 49, 20, -109, 53, 30,'Petrified Forest NP                     ',NPS
040190001, 32, 22, 55, -112, 51, 26,'Ajo                                     ',AZ1
040190011, 32, 19, 21, -111, 02, 15,'Orange Grove                            ',AZ3
040190020, 32, 24, 51, -111, 09, 16,'Rillito                                 ',AZ1
040190021, 32, 10, 35, -110, 44, 16,'Saguaro Monument                        ',AZ3
040191001, 32, 12, 07, -110, 58, 04,'South Tucson                            ',AZ3
040191011, 32, 12, 18, -110, 52, 37,'22nd Street & Craycroft                 ',AZ3
040191018, 32, 25, 31, -111, 04, 00,'Tangerine & Camino de Oeste             ',AZ3
040191020, 32, 02, 51, -110, 46, 26,'Fairgrounds                             ',AZ3
040191028, 32, 17, 43, -110, 58, 55,'Children's Park Site                    ',AZ3
040191030, 31, 52, 45, -110, 59, 47,'Green Valley                            ',AZ3
040191032, 32, 10, 23, -110, 58, 46,'Rose Elementary                         ',AZ3
040191034, 32, 22, 50, -111, 07, 37,'Coachline                               ',AZ3
040191113, 32, 15, 00, -110, 58, 00,'Geronimo                                ',AZ3
040210001, 32, 52, 39, -111, 45, 07,'Casa Grande Downtown                    ',AZ4
040213001, 33, 25, 17, -111, 32, 36,'AJ Maintenance Yard                     ',AZ4
040213002, 33, 25, 12, -111, 30, 15,'Apache Junction                         ',AZ4
040213003, 32, 57, 15, -111, 45, 43,'C GRANDE                                ',AZ4
040213007, 32, 30, 29, -111, 18, 29,'Pinal Air Park                          ',AZ4
040213008, 32, 52, 52, -111, 57, 43,'Stanfield                               ',AZ4
040213009, 33, 13, 09, -111, 33, 38,'COMBS                                   ',AZ4
040213011, 32, 53, 27, -111, 34, 13,'Pinal County Housing                    ',AZ4
040213014, 32, 45, 27, -111, 33, 17,'Eloy                                    ',AZ4
040213015, 32, 53, 05, -112, 02, 13,'Hidden Valley                           ',AZ4
040213016, 33, 03, 40, -112, 03, 07,'Maricopa                                ',AZ4
040217001, 33, 04, 48, -111, 44, 21,'Sacaton                                 ',GRI
040217004, 33, 07, 03, -111, 53, 05,'CasaBlanca                              ',GRI
040218001, 33, 17, 21, -111, 17, 34,'Queen Valley                            ',AZ1
040230004, 31, 20, 13, -110, 56, 12,'Nogales Post Office                     ',AZ1
040258034, 34, 36, 43, -112, 27, 47,'Prescott Pioneer Park                   ',AZ1
040278011, 32, 41, 24, -114, 36, 51,'Yuma Supersite                          ',AZ1
050199991, 34, 10, 46, -93, 05, 55,'Caddo Valley                            ',OAP
050350005, 35, 11, 49, -90, 11, 35,'MARION                                  ',AR1
051010002, 35, 49, 57, -93, 12, 29,'DEER                                    ',AR1
051130003, 34, 27, 15, -94, 08, 36,'EAGLEMT                                 ',AR1
051190007, 34, 45, 21, -92, 16, 51,'PARR                                    ',AR1
051191002, 34, 50, 08, -92, 15, 37,'NLRAP                                   ',AR1
051191008, 34, 40, 52, -92, 19, 42,'ADEQ-DSR                                ',AR1
051390006, 33, 13, 13, -92, 40, 19,'El Dorado                               ',AR1
051430005, 36, 10, 46, -94, 06, 59,'SPRNGDLE                                ',AR1
051430006, 36, 00, 42, -94, 10, 02,'Fayetteville                            ',AR1
051YER010001, 40, 09, 54, 044, 28, 54,'Yerevan                                 ',YER
060010007, 37, 41, 15, -121, 47, 03,'Livermore - Rincon                      ',CA2
060010009, 37, 44, 35, -122, 10, 11,'Oakland                                 ',CA2
060010011, 37, 48, 53, -122, 16, 56,'Oakland West                            ',CA2
060010012, 37, 47, 37, -122, 15, 48,'Laney College                           ',CA2
060010013, 37, 51, 53, -122, 18, 09,'Berkeley Aquatic Park                   ',CA2
060010015, 37, 42, 04, -121, 54, 10,'Pleasanton - Owens Ct.                  ',CA2
060012001, 37, 39, 16, -122, 01, 54,'Hayward                                 ',CA2
060016001, 37, 43, 14, -122, 05, 56,'Chabot                                  ',CA2
060016003, 37, 41, 55, -121, 54, 47,'Pleasanton                              ',CA2
060050002, 38, 20, 33, -120, 45, 51,'Jackson - Clinton                       ',CA8
060051033, 38, 41, 26, -120, 04, 21,'Kirkwood                                ',GBU
060070007, 39, 42, 30, -121, 37, 02,'Paradise - Airport                      ',CA8
060070008, 39, 45, 42, -121, 50, 25,'Chico -  East                           ',CA8
060072001, 39, 45, 14, -121, 37, 27,'Paradise - Birch Street                 ',BUT
060074001, 39, 19, 39, -121, 40, 07,'Gridley                                 ',CA8
060090001, 38, 12, 06, -120, 40, 48,'San Andreas                             ',CA8
060110007, 39, 00, 54, -122, 17, 09,'Cortina Rancheria                       ',TRX
060111002, 39, 11, 21, -121, 59, 55,'Colusa - Sunrise Blvd.                  ',CA8
060130002, 37, 56, 17, -122, 01, 30,'Concord                                 ',CA2
060130006, 37, 56, 52, -122, 21, 48,'Richmond - 7th St                       ',CA2
060131002, 38, 00, 22, -121, 38, 30,'Bethel Island                           ',CA2
060131004, 37, 57, 37, -122, 21, 25,'San Pablo - Rumrill                     ',CA2
060132007, 37, 44, 37, -121, 56, 03,'San Ramon                               ',CA2
060136003, 37, 57, 42, -122, 25, 23,'Pt. San Pablo                           ',CA2
060170011, 38, 56, 41, -119, 58, 14,'South Lake Tahoe - Sandy Way            ',CA8
060170012, 38, 48, 41, -120, 01, 59,'Echo Summit (seasonal) - SLT69          ',CA8
060170020, 38, 53, 27, -121, 00, 12,'Cool (Seasonal)                         ',CA8
060190007, 36, 42, 20, -119, 44, 29,'Fresno - Drummond Street                ',CA6
060190011, 36, 47, 07, -119, 46, 23,'Fresno - Garland                        ',CA8
060190242, 36, 50, 29, -119, 52, 27,'Fresno - Sierra Skypark #2              ',CA6
060192008, 36, 11, 57, -120, 05, 56,'Huron                                   ',CA6
060192009, 36, 37, 56, -120, 22, 55,'Tranquillity                            ',CA6
060192016, 36, 42, 39, -119, 46, 38,'Fresno-Foundry Park                     ',CA6
060194001, 36, 35, 51, -119, 30, 12,'Parlier                                 ',CA6
060195001, 36, 49, 09, -119, 42, 59,'Clovis - N. Villa Ave                   ',CA6
060210003, 39, 32, 01, -122, 11, 27,'Willows-Colusa                          ',CA8
060231004, 40, 46, 36, -124, 10, 38,'Jacobs                                  ',NCA
060250005, 32, 40, 34, -115, 28, 59,'Calexico - Ethel Street                 ',CA8
060250007, 32, 58, 41, -115, 32, 17,'Brawley - 220 Main Street               ',CA0
060251003, 32, 47, 30, -115, 33, 42,'El Centro - 9th Street                  ',CA0
060254003, 33, 01, 57, -115, 37, 21,'Westmorland - 570 Cook St               ',CA0
060254004, 33, 12, 48, -115, 32, 39,'Niland - English Road                   ',CA0
060270002, 37, 21, 38, -118, 19, 51,'NCORE - Bishop                          ',GBU
060270020, 36, 03, 25, -117, 51, 40,'Coso Gate                               ',GBU
060270022, 36, 19, 33, -117, 57, 18,'Dirty Socks                             ',GBU
060270025, 36, 21, 58, -117, 53, 51,'Shell Cut                               ',GBU
060270026, 36, 21, 42, -118, 00, 38,'Bill Stanley                            ',GBU
060270028, 36, 32, 35, -117, 56, 30,'Lizard Tail                             ',GBU
060270029, 36, 32, 32, -117, 59, 24,'North Beach                             ',GBU
060270030, 36, 27, 29, -117, 51, 06,'Mill Site                               ',GBU
060270101, 36, 30, 33, -116, 50, 53,'Death Valley NP                         ',NPS
060271001, 36, 02, 57, -117, 56, 38,'Coso Junction                           ',GBU
060271003, 36, 29, 16, -117, 52, 15,'Keeler                                  ',GBU
060271018, 36, 35, 51, -118, 02, 24,'Lone Pine Paiute/Shoshone Trib          ',TRX
060271023, 37, 22, 00, -118, 25, 00,'Bishop Paiute Tribe-CA                  ',BPT
060271028, 36, 48, 10, -118, 07, 00,'Fort Independence Met1-CA               ',TRX
060271033, 37, 00, 20, -118, 17, 36,'Big Pine-CA                             ',TRX
060290007, 35, 20, 44, -118, 51, 06,'Edison                                  ',CA8
060290008, 35, 03, 15, -119, 24, 14,'Maricopa - Stanilaus Street             ',CA6
060290010, 35, 23, 07, -119, 00, 52,'Bakersfield - Golden State Hig          ',CA6
060290014, 35, 21, 23, -119, 03, 45,'Bakersfield - California Ave            ',CA8
060290232, 35, 26, 16, -119, 01, 00,'Oildale - 3311 Manor Street             ',CA8
060292009, 34, 50, 29, -118, 51, 52,'Lebec                                   ',CA6
060292012, 35, 19, 52, -119, 00, 00,'Bakersfield-Muni                        ',CA6
060295002, 35, 14, 21, -118, 47, 19,'Arvin - Di Giorgio School               ',CA8
060296001, 35, 30, 12, -119, 16, 21,'Shafter - Walker Street                 ',CA8
060310004, 36, 06, 07, -119, 33, 57,'Corcoran                                ',CA6
060311004, 36, 18, 51, -119, 38, 36,'Hanford - S. Irwin Street               ',CA6
060370016, 34, 08, 38, -117, 51, 02,'Glendora - Laurel                       ',CA3
060370113, 34, 03, 03, -118, 27, 22,'West Los Angeles - VA Hospital          ',CA3
060371103, 34, 03, 59, -118, 13, 36,'Los Angeles - N. Main Street            ',CA3
060371201, 34, 11, 57, -118, 31, 59,'Reseda                                  ',CA3
060371302, 33, 54, 05, -118, 12, 18,'Compton                                 ',CA3
060371602, 34, 00, 37, -118, 04, 06,'Pico Rivera                             ',CA3
060371701, 34, 04, 00, -117, 45, 02,'Pomona                                  ',CA3
060372005, 34, 07, 57, -118, 07, 37,'Pasadena                                ',CA3
060374008, 33, 51, 34, -118, 12, 02,'710 Near Road                           ',CA3
060376012, 34, 22, 59, -118, 31, 41,'Santa Clarita                           ',CA3
060390004, 36, 52, 00, -120, 00, 36,'Madera - Pump Yard                      ',CA6
060392010, 36, 57, 11, -120, 02, 02,'Madera-City                             ',CA6
060410001, 37, 58, 19, -122, 31, 08,'San Rafael                              ',CA2
060416002, 38, 18, 30, -122, 53, 50,'Valley Ford                             ',CA2
060430003, 37, 42, 47, -119, 42, 21,'Yosemite NP Turtleback Dome             ',NPS
060430006, 37, 32, 37, -119, 50, 22,'Jerseydale (seasonal)                   ',CA8
060431001, 37, 44, 55, -119, 35, 13,'Yosemite Village - Visitor Cen          ',CA8
060450006, 39, 09, 01, -123, 12, 23,'Ukiah Library                           ',MEN
060450008, 39, 08, 44, -123, 12, 10,'Ukiah District Office                   ',MEN
060450010, 39, 26, 14, -123, 47, 15,'Fort Bragg High School                  ',MEN
060510001, 37, 38, 44, -118, 57, 59,'Mammoth Lakes                           ',GBU
060510005, 37, 57, 43, -119, 07, 13,'Lee Vining                              ',GBU
060510011, 38, 04, 10, -118, 56, 51,'Mono Shore                              ',GBU
060530002, 36, 28, 54, -121, 43, 59,'Carmel Valley AMS                       ',MON
060530008, 36, 12, 33, -121, 07, 34,'King City AMS                           ',MON
060531003, 36, 41, 39, -121, 37, 23,'Salinas AMS                             ',MON
060556001, 38, 16, 42, -122, 16, 41,'Napa                                    ',CA2
060570005, 39, 14, 03, -121, 03, 20,'Grass Valley                            ',NOS
