04/19/24|000050504|Saguenay - UQAC|PM2.5-24hr|UG/M3|2.5|24|Canada-Quebec1
04/19/24|000050604|Rouyn-Noranda - Parc|OZONE-1HR|PPB|35|1|Canada-Quebec1
04/19/24|000050604|Rouyn-Noranda - Parc|OZONE-8HR|PPB|32|8|Canada-Quebec1
04/19/24|000050604|Rouyn-Noranda - Parc|PM2.5-24hr|UG/M3|1.1|24|Canada-Quebec1
04/19/24|000050803|Trois-Rivieres - Eco|OZONE-1HR|PPB|39|1|Canada-Quebec1
04/19/24|000050803|Trois-Rivieres - Eco|OZONE-8HR|PPB|38|8|Canada-Quebec1
04/19/24|000050803|Trois-Rivieres - Eco|PM2.5-24hr|UG/M3|2.8|24|Canada-Quebec1
04/19/24|000051201|Shawinigan - Saint-M|OZONE-1HR|PPB|34|1|Canada-Quebec1
04/19/24|000051201|Shawinigan - Saint-M|OZONE-8HR|PPB|32|8|Canada-Quebec1
04/19/24|000051201|Shawinigan - Saint-M|PM2.5-24hr|UG/M3|3.5|24|Canada-Quebec1
04/19/24|000051501|Saint-Zephirin-de-Co|OZONE-1HR|PPB|37|1|Canada-Quebec1
04/19/24|000051501|Saint-Zephirin-de-Co|OZONE-8HR|PPB|34|8|Canada-Quebec1
04/19/24|000051501|Saint-Zephirin-de-Co|PM2.5-24hr|UG/M3|2.6|24|Canada-Quebec1
04/19/24|000052001|Charette|OZONE-1HR|PPB|34|1|Canada-Quebec1
04/19/24|000052001|Charette|OZONE-8HR|PPB|32|8|Canada-Quebec1
04/19/24|000052001|Charette|PM2.5-24hr|UG/M3|3.1|24|Canada-Quebec1
04/19/24|000052301|Saint-Faustin-Lac-Ca|OZONE-1HR|PPB|38|1|Canada-Quebec1
04/19/24|000052301|Saint-Faustin-Lac-Ca|OZONE-8HR|PPB|35|8|Canada-Quebec1
04/19/24|000052301|Saint-Faustin-Lac-Ca|PM2.5-24hr|UG/M3|2.6|24|Canada-Quebec1
04/19/24|000052401|Parc de la Gatineau |OZONE-1HR|PPB|38|1|Canada-Quebec1
04/19/24|000052401|Parc de la Gatineau |OZONE-8HR|PPB|34|8|Canada-Quebec1
04/19/24|000052401|Parc de la Gatineau |PM2.5-24hr|UG/M3|3.1|24|Canada-Quebec1
04/19/24|000052701|Temiscaming|OZONE-1HR|PPB|41|1|Canada-Quebec1
04/19/24|000052701|Temiscaming|OZONE-8HR|PPB|36|8|Canada-Quebec1
04/19/24|000052701|Temiscaming|PM2.5-24hr|UG/M3|4|24|Canada-Quebec1
04/19/24|000052801|Auclair|OZONE-1HR|PPB|43|1|Canada-Quebec1
04/19/24|000052801|Auclair|OZONE-8HR|PPB|41|8|Canada-Quebec1
04/19/24|000052801|Auclair|PM2.5-24hr|UG/M3|2.6|24|Canada-Quebec1
04/19/24|000053201|Res. Faun. Ashuapmus|OZONE-1HR|PPB|30|1|Canada-Quebec1
04/19/24|000053201|Res. Faun. Ashuapmus|OZONE-8HR|PPB|29|8|Canada-Quebec1
04/19/24|000053201|Res. Faun. Ashuapmus|PM2.5-24hr|UG/M3|3.3|24|Canada-Quebec1
04/19/24|000053301|Deschambault|OZONE-1HR|PPB|37|1|Canada-Quebec1
04/19/24|000053301|Deschambault|OZONE-8HR|PPB|34|8|Canada-Quebec1
04/19/24|000053301|Deschambault|PM2.5-24hr|UG/M3|3.2|24|Canada-Quebec1
04/19/24|000053601|Notre-Dame-du-Rosair|OZONE-1HR|PPB|42|1|Canada-Quebec1
04/19/24|000053601|Notre-Dame-du-Rosair|OZONE-8HR|PPB|41|8|Canada-Quebec1
04/19/24|000053601|Notre-Dame-du-Rosair|PM2.5-24hr|UG/M3|2.4|24|Canada-Quebec1
04/19/24|000053701|Saint-Hilaire-de-Dor|OZONE-1HR|PPB|48|1|Canada-Quebec1
04/19/24|000053701|Saint-Hilaire-de-Dor|OZONE-8HR|PPB|44|8|Canada-Quebec1
04/19/24|000053701|Saint-Hilaire-de-Dor|PM2.5-24hr|UG/M3|2.5|24|Canada-Quebec1
04/19/24|000053801|Tingwick|OZONE-1HR|PPB|42|1|Canada-Quebec1
04/19/24|000053801|Tingwick|OZONE-8HR|PPB|40|8|Canada-Quebec1
04/19/24|000053801|Tingwick|PM2.5-24hr|UG/M3|2.3|24|Canada-Quebec1
04/19/24|000054201|Chapais|OZONE-1HR|PPB|34|1|Canadian Air and Precipitation Monitoring Network
04/19/24|000054201|Chapais|OZONE-8HR|PPB|30|8|Canadian Air and Precipitation Monitoring Network
04/19/24|000054401|Saint-Anicet|OZONE-1HR|PPB|40|1|Canada-Quebec1
04/19/24|000054401|Saint-Anicet|OZONE-8HR|PPB|39|8|Canada-Quebec1
04/19/24|000054401|Saint-Anicet|PM2.5-24hr|UG/M3|2.8|24|Canada-Quebec1
04/19/24|000054901|La Patrie - Ditton|OZONE-1HR|PPB|42|1|Canada-Quebec1
04/19/24|000054901|La Patrie - Ditton|OZONE-8HR|PPB|40|8|Canada-Quebec1
04/19/24|000054901|La Patrie - Ditton|PM2.5-24hr|UG/M3|2|24|Canada-Quebec1
04/19/24|000055001|Mont-Saint-Michel|PM2.5-24hr|UG/M3|1.4|24|Canada-Quebec1
04/19/24|000055101|Senneterre|OZONE-1HR|PPB|33|1|Canada-Quebec1
04/19/24|000055101|Senneterre|OZONE-8HR|PPB|31|8|Canada-Quebec1
04/19/24|000055101|Senneterre|PM2.5-24hr|UG/M3|0.7|24|Canada-Quebec1
04/19/24|000055301|Saint-Jean-sur-Riche|OZONE-1HR|PPB|39|1|Canada-Quebec1
04/19/24|000055301|Saint-Jean-sur-Riche|OZONE-8HR|PPB|37|8|Canada-Quebec1
04/19/24|000055301|Saint-Jean-sur-Riche|PM2.5-24hr|UG/M3|3|24|Canada-Quebec1
04/19/24|000055401|Trois-Rivieres - Cap|OZONE-1HR|PPB|37|1|Canada-Quebec1
04/19/24|000055401|Trois-Rivieres - Cap|OZONE-8HR|PPB|34|8|Canada-Quebec1
04/19/24|000055401|Trois-Rivieres - Cap|PM2.5-24hr|UG/M3|3|24|Canada-Quebec1
04/19/24|000055501|Frelighsburg|OZONE-1HR|PPB|42|1|Canadian Air and Precipitation Monitoring Network
04/19/24|000055501|Frelighsburg|OZONE-8HR|PPB|40|8|Canadian Air and Precipitation Monitoring Network
04/19/24|000055702|Levis - Parc Georges|OZONE-1HR|PPB|39|1|Canada-Quebec1
04/19/24|000055702|Levis - Parc Georges|OZONE-8HR|PPB|37|8|Canada-Quebec1
04/19/24|000055702|Levis - Parc Georges|PM2.5-24hr|UG/M3|3.6|24|Canada-Quebec1
04/19/24|000060104|Ottawa Downtown|OZONE-1HR|PPB|38|1|Ontario Ministry of the Environment
04/19/24|000060104|Ottawa Downtown|OZONE-8HR|PPB|34|8|Ontario Ministry of the Environment
04/19/24|000060104|Ottawa Downtown|PM2.5-24hr|UG/M3|4.2|24|Ontario Ministry of the Environment
04/19/24|000060204|Windsor Downtown|CO-8hr|PPM|0|1|Ontario Ministry of the Environment
04/19/24|000060204|Windsor Downtown|OZONE-1HR|PPB|49|1|Ontario Ministry of the Environment
04/19/24|000060204|Windsor Downtown|OZONE-8HR|PPB|46|8|Ontario Ministry of the Environment
04/19/24|000060204|Windsor Downtown|PM2.5-24hr|UG/M3|4.6|24|Ontario Ministry of the Environment
04/19/24|000060204|Windsor Downtown|SO2-24HR|PPB|0|24|Ontario Ministry of the Environment
04/19/24|000060211|Windsor West|OZONE-1HR|PPB|50|1|Ontario Ministry of the Environment
04/19/24|000060211|Windsor West|OZONE-8HR|PPB|47|8|Ontario Ministry of the Environment
04/19/24|000060211|Windsor West|PM2.5-24hr|UG/M3|5.5|24|Ontario Ministry of the Environment
04/19/24|000060211|Windsor West|SO2-24HR|PPB|0|24|Ontario Ministry of the Environment
04/19/24|000060304|Kingston|OZONE-1HR|PPB|32|1|Ontario Ministry of the Environment
04/19/24|000060304|Kingston|OZONE-8HR|PPB|31|8|Ontario Ministry of the Environment
04/19/24|000060304|Kingston|PM2.5-24hr|UG/M3|4|24|Ontario Ministry of the Environment
04/19/24|000060410|Toronto East|OZONE-1HR|PPB|40|1|Ontario Ministry of the Environment
04/19/24|000060410|Toronto East|OZONE-8HR|PPB|37|8|Ontario Ministry of the Environment
04/19/24|000060410|Toronto East|PM2.5-24hr|UG/M3|5.2|24|Ontario Ministry of the Environment
04/19/24|000060512|Hamilton Downtown|OZONE-1HR|PPB|42|1|Ontario Ministry of the Environment
04/19/24|000060512|Hamilton Downtown|OZONE-8HR|PPB|40|8|Ontario Ministry of the Environment
04/19/24|000060512|Hamilton Downtown|PM2.5-24hr|UG/M3|6|24|Ontario Ministry of the Environment
04/19/24|000060515|Hamilton West|OZONE-1HR|PPB|42|1|Ontario Ministry of the Environment
04/19/24|000060515|Hamilton West|OZONE-8HR|PPB|40|8|Ontario Ministry of the Environment
04/19/24|000060515|Hamilton West|PM2.5-24hr|UG/M3|7.2|24|Ontario Ministry of the Environment
04/19/24|000060610|Sudbury|OZONE-1HR|PPB|37|1|Ontario Ministry of the Environment
04/19/24|000060610|Sudbury|OZONE-8HR|PPB|34|8|Ontario Ministry of the Environment
04/19/24|000060610|Sudbury|PM2.5-24hr|UG/M3|2.8|24|Ontario Ministry of the Environment
04/19/24|000060709|Sault Ste Marie|OZONE-1HR|PPB|34|1|Ontario Ministry of the Environment
04/19/24|000060709|Sault Ste Marie|OZONE-8HR|PPB|33|8|Ontario Ministry of the Environment
04/19/24|000060709|Sault Ste Marie|PM2.5-24hr|UG/M3|2.1|24|Ontario Ministry of the Environment
04/19/24|000060709|Sault Ste Marie|SO2-24HR|PPB|0|24|Ontario Ministry of the Environment
04/19/24|000060904|London|OZONE-1HR|PPB|49|1|Ontario Ministry of the Environment
04/19/24|000060904|London|OZONE-8HR|PPB|46|8|Ontario Ministry of the Environment
04/19/24|000060904|London|PM2.5-24hr|UG/M3|5.6|24|Ontario Ministry of the Environment
04/19/24|000061009|Sarnia|OZONE-1HR|PPB|52|1|Ontario Ministry of the Environment
04/19/24|000061009|Sarnia|OZONE-8HR|PPB|47|8|Ontario Ministry of the Environment
04/19/24|000061009|Sarnia|PM2.5-24hr|UG/M3|4.3|24|Ontario Ministry of the Environment
04/19/24|000061009|Sarnia|SO2-24HR|PPB|0|24|Ontario Ministry of the Environment
04/19/24|000061104|Peterborough|OZONE-1HR|PPB|37|1|Ontario Ministry of the Environment
04/19/24|000061104|Peterborough|OZONE-8HR|PPB|35|8|Ontario Ministry of the Environment
04/19/24|000061104|Peterborough|PM2.5-24hr|UG/M3|4.4|24|Ontario Ministry of the Environment
04/19/24|000061201|Cornwall|OZONE-1HR|PPB|38|1|Ontario Ministry of the Environment
04/19/24|000061201|Cornwall|OZONE-8HR|PPB|37|8|Ontario Ministry of the Environment
04/19/24|000061201|Cornwall|PM2.5-24hr|UG/M3|2.6|24|Ontario Ministry of the Environment
04/19/24|000061302|St. Catharines|OZONE-1HR|PPB|44|1|Ontario Ministry of the Environment
04/19/24|000061302|St. Catharines|OZONE-8HR|PPB|42|8|Ontario Ministry of the Environment
04/19/24|000061302|St. Catharines|PM2.5-24hr|UG/M3|5.8|24|Ontario Ministry of the Environment
04/19/24|000061402|Brantford|OZONE-1HR|PPB|44|1|Ontario Ministry of the Environment
04/19/24|000061402|Brantford|OZONE-8HR|PPB|42|8|Ontario Ministry of the Environment
04/19/24|000061402|Brantford|PM2.5-24hr|UG/M3|6|24|Ontario Ministry of the Environment
04/19/24|000061502|Kitchener|OZONE-1HR|PPB|42|1|Ontario Ministry of the Environment
04/19/24|000061502|Kitchener|OZONE-8HR|PPB|41|8|Ontario Ministry of the Environment
04/19/24|000061502|Kitchener|PM2.5-24hr|UG/M3|5.6|24|Ontario Ministry of the Environment
04/19/24|000061802|Guelph|OZONE-1HR|PPB|44|1|Ontario Ministry of the Environment
04/19/24|000061802|Guelph|OZONE-8HR|PPB|42|8|Ontario Ministry of the Environment
04/19/24|000061802|Guelph|PM2.5-24hr|UG/M3|5.7|24|Ontario Ministry of the Environment
04/19/24|000062001|North Bay|OZONE-1HR|PPB|40|1|Ontario Ministry of the Environment
04/19/24|000062001|North Bay|OZONE-8HR|PPB|36|8|Ontario Ministry of the Environment
04/19/24|000062001|North Bay|PM2.5-24hr|UG/M3|1.9|24|Ontario Ministry of the Environment
04/19/24|000062501|Tiverton|OZONE-1HR|PPB|42|1|Ontario Ministry of the Environment
04/19/24|000062501|Tiverton|OZONE-8HR|PPB|37|8|Ontario Ministry of the Environment
04/19/24|000062501|Tiverton|PM2.5-24hr|UG/M3|3.7|24|Ontario Ministry of the Environment
04/19/24|000063001|Burlington|OZONE-1HR|PPB|41|1|Ontario Ministry of the Environment
04/19/24|000063001|Burlington|OZONE-8HR|PPB|38|8|Ontario Ministry of the Environment
04/19/24|000063001|Burlington|PM2.5-24hr|UG/M3|5.9|24|Ontario Ministry of the Environment
04/19/24|000063301|Dorset|OZONE-1HR|PPB|40|1|Ontario Ministry of the Environment
04/19/24|000063301|Dorset|OZONE-8HR|PPB|37|8|Ontario Ministry of the Environment
04/19/24|000063301|Dorset|PM2.5-24hr|UG/M3|2.4|24|Ontario Ministry of the Environment
04/19/24|000063701|Grand Bend|OZONE-1HR|PPB|49|1|Ontario Ministry of the Environment
04/19/24|000063701|Grand Bend|OZONE-8HR|PPB|45|8|Ontario Ministry of the Environment
04/19/24|000063701|Grand Bend|PM2.5-24hr|UG/M3|5|24|Ontario Ministry of the Environment
04/19/24|000064001|Experimental Lakes|OZONE-1HR|PPB|38|1|Canadian Air and Precipitation Monitoring Network
04/19/24|000064001|Experimental Lakes|OZONE-8HR|PPB|41|8|Canadian Air and Precipitation Monitoring Network
04/19/24|000064101|Algoma|OZONE-1HR|PPB|35|1|Canadian Air and Precipitation Monitoring Network
04/19/24|000064101|Algoma|OZONE-8HR|PPB|33|8|Canadian Air and Precipitation Monitoring Network
04/19/24|000064401|Egbert|OZONE-1HR|PPB|42|1|Canadian Air and Precipitation Monitoring Network
04/19/24|000064401|Egbert|OZONE-8HR|PPB|39|8|Canadian Air and Precipitation Monitoring Network
04/19/24|000065001|Barrie|OZONE-1HR|PPB|35|1|Ontario Ministry of the Environment
04/19/24|000065001|Barrie|OZONE-8HR|PPB|33|8|Ontario Ministry of the Environment
04/19/24|000065001|Barrie|PM2.5-24hr|UG/M3|4.5|24|Ontario Ministry of the Environment
04/19/24|000065201|Parry Sound|OZONE-1HR|PPB|39|1|Ontario Ministry of the Environment
04/19/24|000065201|Parry Sound|OZONE-8HR|PPB|38|8|Ontario Ministry of the Environment
04/19/24|000065201|Parry Sound|PM2.5-24hr|UG/M3|3|24|Ontario Ministry of the Environment
04/19/24|000065301|Port Stanley|OZONE-1HR|PPB|39|1|Ontario Ministry of the Environment
04/19/24|000065401|Belleville|OZONE-1HR|PPB|35|1|Ontario Ministry of the Environment
04/19/24|000065401|Belleville|OZONE-8HR|PPB|32|8|Ontario Ministry of the Environment
04/19/24|000065401|Belleville|PM2.5-24hr|UG/M3|5.5|24|Ontario Ministry of the Environment
04/19/24|000065801|Chatham|OZONE-1HR|PPB|53|1|Ontario Ministry of the Environment
04/19/24|000065801|Chatham|OZONE-8HR|PPB|49|8|Ontario Ministry of the Environment
04/19/24|000065801|Chatham|PM2.5-24hr|UG/M3|4.1|24|Ontario Ministry of the Environment
04/19/24|000065901|Pickle Lake|OZONE-1HR|PPB|39|1|Canadian Air and Precipitation Monitoring Network
04/19/24|000065901|Pickle Lake|OZONE-8HR|PPB|39|8|Canadian Air and Precipitation Monitoring Network
04/19/24|000066101|Bonner Lake|OZONE-1HR|PPB|35|1|Canadian Air and Precipitation Monitoring Network
04/19/24|000066101|Bonner Lake|OZONE-8HR|PPB|32|8|Canadian Air and Precipitation Monitoring Network
04/19/24|000070118|Winnipeg_Scotia|OZONE-1HR|PPB|20|1|Manitoba Conservation Air Quality Section
04/19/24|000070118|Winnipeg_Scotia|OZONE-8HR|PPB|19|8|Manitoba Conservation Air Quality Section
04/19/24|000070203|Brandon|OZONE-1HR|PPB|41|1|Manitoba Conservation Air Quality Section
04/19/24|000070203|Brandon|OZONE-8HR|PPB|37|8|Manitoba Conservation Air Quality Section
04/19/24|000070301|Flin Flon|SO2-24HR|PPB|0.5|24|Manitoba Conservation Air Quality Section
04/19/24|000080211|Saskatoon|OZONE-1HR|PPB|51|1|Saskatchewan Environment
04/19/24|000080211|Saskatoon|OZONE-8HR|PPB|46|8|Saskatchewan Environment
04/19/24|000080211|Saskatoon|PM2.5-24hr|UG/M3|3.5|24|Saskatchewan Environment
04/19/24|000080402|PRINCE ALBERT|OZONE-1HR|PPB|49|1|Saskatchewan Environment
04/19/24|000080402|PRINCE ALBERT|OZONE-8HR|PPB|46|8|Saskatchewan Environment
04/19/24|000080402|PRINCE ALBERT|PM2.5-24hr|UG/M3|3.2|24|Saskatchewan Environment
04/19/24|000082001|Pinehouse Lake|OZONE-1HR|PPB|43|1|Canadian Air and Precipitation Monitoring Network
04/19/24|000100110|Kensington Park|OZONE-1HR|PPB|45|1|Metro Vancouver
04/19/24|000100110|Kensington Park|OZONE-8HR|PPB|40|8|Metro Vancouver
04/19/24|000100110|Kensington Park|PM10-24hr|UG/M3|10|24|Metro Vancouver
04/19/24|000100110|Kensington Park|PM2.5-24hr|UG/M3|6.7|24|Metro Vancouver
04/19/24|000100110|Kensington Park|SO2-24HR|PPB|0.8|24|Metro Vancouver
04/19/24|000100111|Rocky Point Park|CO-8hr|PPM|0.2|1|Metro Vancouver
04/19/24|000100111|Rocky Point Park|PM2.5-24hr|UG/M3|5.8|24|Metro Vancouver
04/19/24|000100119|Burnaby South|CO-8hr|PPM|0.2|1|Metro Vancouver
04/19/24|000100119|Burnaby South|OZONE-1HR|PPB|49|1|Metro Vancouver
04/19/24|000100119|Burnaby South|OZONE-8HR|PPB|43|8|Metro Vancouver
04/19/24|000100119|Burnaby South|PM2.5-24hr|UG/M3|6.2|24|Metro Vancouver
04/19/24|000100119|Burnaby South|SO2-24HR|PPB|0.5|24|Metro Vancouver
04/19/24|000100125|North Delta|OZONE-1HR|PPB|44|1|Metro Vancouver
04/19/24|000100125|North Delta|OZONE-8HR|PPB|40|8|Metro Vancouver
04/19/24|000100125|North Delta|PM2.5-24hr|UG/M3|6.4|24|Metro Vancouver
04/19/24|000100127|Surrey East|CO-8hr|PPM|0.2|1|Metro Vancouver
04/19/24|000100127|Surrey East|OZONE-1HR|PPB|48|1|Metro Vancouver
04/19/24|000100127|Surrey East|OZONE-8HR|PPB|43|8|Metro Vancouver
04/19/24|000100127|Surrey East|PM2.5-24hr|UG/M3|8.1|24|Metro Vancouver
04/19/24|000100128|Richmond South|CO-8hr|PPM|0.2|1|Metro Vancouver
04/19/24|000100128|Richmond South|OZONE-1HR|PPB|49|1|Metro Vancouver
04/19/24|000100128|Richmond South|OZONE-8HR|PPB|45|8|Metro Vancouver
04/19/24|000100128|Richmond South|PM2.5-24hr|UG/M3|5.9|24|Metro Vancouver
04/19/24|000100128|Richmond South|SO2-24HR|PPB|0.4|24|Metro Vancouver
04/19/24|000100132|Mahon Park|CO-8hr|PPM|0.1|1|Metro Vancouver
04/19/24|000100132|Mahon Park|OZONE-1HR|PPB|52|1|Metro Vancouver
04/19/24|000100132|Mahon Park|OZONE-8HR|PPB|45|8|Metro Vancouver
04/19/24|000100132|Mahon Park|PM2.5-24hr|UG/M3|5|24|Metro Vancouver
04/19/24|000100132|Mahon Park|SO2-24HR|PPB|0.7|24|Metro Vancouver
04/19/24|000100134|Vancouver Airport|CO-8hr|PPM|0.2|1|Metro Vancouver
04/19/24|000100134|Vancouver Airport|OZONE-1HR|PPB|50|1|Metro Vancouver
04/19/24|000100134|Vancouver Airport|OZONE-8HR|PPB|45|8|Metro Vancouver
04/19/24|000100134|Vancouver Airport|PM2.5-24hr|UG/M3|7.5|24|Metro Vancouver
04/19/24|000100134|Vancouver Airport|SO2-24HR|PPB|0.8|24|Metro Vancouver
04/19/24|000100135|Coquitlam|OZONE-1HR|PPB|49|1|Metro Vancouver
04/19/24|000100135|Coquitlam|OZONE-8HR|PPB|46|8|Metro Vancouver
04/19/24|000100140|Tsawwassen|CO-8hr|PPM|0.1|1|Metro Vancouver
04/19/24|000100140|Tsawwassen|OZONE-1HR|PPB|44|1|Metro Vancouver
04/19/24|000100140|Tsawwassen|OZONE-8HR|PPB|42|8|Metro Vancouver
04/19/24|000100140|Tsawwassen|PM2.5-24hr|UG/M3|6.7|24|Metro Vancouver
04/19/24|000100140|Tsawwassen|SO2-24HR|PPB|0.5|24|Metro Vancouver
04/19/24|000100202|PRG Plaza 400|OZONE-1HR|PPB|51|1|British Columbia Ministry of Environment
04/19/24|000100202|PRG Plaza 400|OZONE-8HR|PPB|49|8|British Columbia Ministry of Environment
04/19/24|000100202|PRG Plaza 400|PM10-24hr|UG/M3|33|24|British Columbia Ministry of Environment
